Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,locations,latitude,city,longitude,date,Təmir,İpoteka
Yeni tikili,12 / 19,80 m²,2,var,118000,"Həzi Aslanov m.,Xətai r.",40.38855213843042,Bakı,49.87120270729065,18 Noyabr 2022 ,,
Yeni tikili,8 / 27,65 m²,2,yoxdur,165000,Yasamal r.,40.39203732471822,Bakı,49.84165549278259,05 Noyabr 2022 ,,
Köhnə tikili,5 / 5,80 m²,3,var,120000,"Xalqlar Dostluğu m.,Nizami r.",40.40027766320492,Bakı,49.84006762504578,18 Noyabr 2022 ,,
Yeni tikili,3 / 16,90 m²,2,yoxdur,118000,"Səbail r.,Badamdar q.",40.33649760221559,Bakı,49.80484623417759,30 Dekabr 2022 ,,
Yeni tikili,16 / 18,140 m²,3,var,240000,"Tibb Universiteti ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,18 Noyabr 2022 ,,
Yeni tikili,13 / 18,84 m²,3,yoxdur,130000,"Memar Əcəmi m.,Nəsimi r.",40.40210780478213,Bakı,49.85758781433109,31 Oktyabr 2022 ,,
Yeni tikili,25 / 27,106 m²,2,var,178000,Yasamal r.,40.39203732471822,Bakı,49.84165549278259,18 Noyabr 2022 ,,
Yeni tikili,17 / 19,141 m²,4,var,225000,"İnşaatçılar m.,Yasamal r.",40.39406340355569,Bakı,49.80636254913266,18 Noyabr 2022 ,yoxdur,var
Yeni tikili,19 / 27,106 m²,3,var,230000,Yasamal r.,40.39203732471822,Bakı,49.84165549278259,18 Noyabr 2022 ,,
Yeni tikili,12 / 16,160 m²,3,var,250000,"Tibb Universiteti ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,04 Fevral 2023 ,,
Yeni tikili,15 / 17,86 m²,2,yoxdur,150000,"28 May m.,Şərq bazarı ,Nəsimi r.",40.39414959485713,Bakı,49.7993946075439,18 Noyabr 2022 ,,
Yeni tikili,12 / 27,148 m²,3,var,320000,Yasamal r.,40.39203732471822,Bakı,49.84165549278259,05 Noyabr 2022 ,,
Yeni tikili,12 / 19,80 m²,2,var,118000,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.37156448781344,Bakı,49.9503137610352,18 Noyabr 2022 ,,
Köhnə tikili,1 / 3,110 m²,3,var,238000,"Qubernator parkı ,Prezident parkı ,Şəlalə parkı ,İçəri Şəhər m.,Dövlət İdarəçilik Akademiyası ,Azneft meydanı ,Dağüstü parkı ,Səbail r.",40.37104456957248,Bakı,49.95549254560103,26 Oktyabr 2022 ,,
Köhnə tikili,1 / 5,56 m²,3,var,85000,Xətai r.,40.36822884896801,Bakı,49.813362210989,28 Noyabr 2022 ,var,var
Köhnə tikili,2 / 9,60 m²,3,var,120000,"Tibb Universiteti ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,18 Noyabr 2022 ,,
Yeni tikili,9 / 17,235 m²,4,var,450000,"Azərbaycan turizm institutu ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,18 Noyabr 2022 ,,
Yeni tikili,16 / 18,57 m²,3,yoxdur,125000,"Memar Əcəmi m.,Nəsimi r.",40.39336516184337,Bakı,49.79300022125244,25 Dekabr 2022 ,,
Yeni tikili,16 / 19,156 m²,3,var,340000,"TQDK ,Neftçi bazası ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,18 Noyabr 2022 ,,
Yeni tikili,3 / 7,84 m²,2,yoxdur,220000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.42501388353632,Bakı,49.91049531402914,18 Noyabr 2022 ,,
Yeni tikili,16 / 19,100 m²,3,yoxdur,175000,Xətai r.,40.38855213843042,Bakı,49.87120270729065,18 Noyabr 2022 ,,
Yeni tikili,10 / 19,88.3 m²,3,yoxdur,134000,"Memar Əcəmi m.,Nəsimi r.",40.4053327515815,Bakı,49.81380344106,18 Noyabr 2022 ,,
Yeni tikili,9 / 16,178 m²,4,yoxdur,300000,"İncəsənət və Mədəniyyət Un. ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.3651072257085,Bakı,49.81950849294662,15 Yanvar 2023 ,,
Yeni tikili,16 / 17,103 m²,3,var,150000,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.37193044633869,Bakı,49.95288833928372,18 Noyabr 2022 ,var,var
Yeni tikili,12 / 18,82 m²,2,var,118000,"Həzi Aslanov m.,Xətai r.",40.37104456957248,Bakı,49.95549254560103,18 Noyabr 2022 ,,
Yeni tikili,4 / 18,80 m²,2,var,117500,"Həzi Aslanov m.,Xətai r.",40.38816806232006,Bakı,49.83243942260742,18 Noyabr 2022 ,var,var
Yeni tikili,6 / 13,110 m²,2,var,185000,"Şərq bazarı ,Nərimanov r.",40.38647694283345,Bakı,49.85200284576408,18 Noyabr 2022 ,,
Yeni tikili,16 / 17,105 m²,2,var,260000,"Yasamal r.,Yasamal q.",40.37998753828459,Bakı,49.85486268997196,18 Noyabr 2022 ,var,var
Yeni tikili,16 / 22,157 m²,3,var,235000,"Şah İsmayıl Xətai m.,Xətai r.",40.3651072257085,Bakı,49.81950849294662,18 Noyabr 2022 ,,
Yeni tikili,15 / 19,94 m²,3,var,191000,"Tibb Universiteti ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,18 Noyabr 2022 ,,
Yeni tikili,12 / 19,80 m²,2,var,118000,"Həzi Aslanov m.,Xətai r.",40.39026819642278,Bakı,49.95772004127506,21 Oktyabr 2022 ,,
Yeni tikili,5 / 18,90 m²,3,yoxdur,175000,"Qara Qarayev m.,Nizami r.",40.41596297649628,Bakı,49.93575811386108,25 Dekabr 2022 ,,
Yeni tikili,11 / 19,77 m²,2,var,85000,"Sabunçu r.,Bakıxanov q.",40.43676007989008,Bakı,49.95821792602541,18 Noyabr 2022 ,,
Yeni tikili,2 / 16,60 m²,3,var,74000,Xırdalan,40.45308001002195,Xırdalan,49.73330239529331,18 Noyabr 2022 ,,
Köhnə tikili,5 / 5,60 m²,2,var,139000,"Space TV ,Texniki Universiteti ,Yasamal r.",40.36599041660544,Bakı,49.81708672465228,18 Noyabr 2022 ,,
Köhnə tikili,4 / 4,80 m²,3,var,148000,"Şah İsmayıl Xətai m.,Xətai r.,Ağ şəhər q.",40.38280962499967,Bakı,49.86558634036296,25 Oktyabr 2022 ,,
Köhnə tikili,2 / 9,40 m²,2,var,74000,"Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,18 Noyabr 2022 ,,
Köhnə tikili,9 / 9,68 m²,3,var,75000,"Suraxanı r.,Qaraçuxur q.",40.39989258617802,Bakı,49.83979431395813,11 Dekabr 2022 ,var,var
Yeni tikili,4 / 17,115.5 m²,3,var,250000,"Qara Qarayev m.,Nizami r.",40.39298300258589,Bakı,49.95403544813546,18 Noyabr 2022 ,,
Yeni tikili,6 / 7,90 m²,2,var,216000,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.39298300258589,Bakı,49.95403544813546,18 Noyabr 2022 ,,
Yeni tikili,10 / 14,140 m²,3,var,280000,"Bakı Asiya Universiteti ,8 Noyabr m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,18 Noyabr 2022 ,,
Yeni tikili,15 / 20,45 m²,2,var,100000,"20 Yanvar m.,Yasamal r.",40.39722355047872,Bakı,49.80850258789678,19 Noyabr 2022 ,var,var
Yeni tikili,14 / 17,85 m²,2,var,185000,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nərimanov r.",40.37024250177031,Bakı,49.97394200996779,01 Noyabr 2022 ,var,var
Yeni tikili,6 / 14,110 m²,3,var,158000,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40995070513446,Bakı,49.94517803192139,18 Noyabr 2022 ,,
Yeni tikili,7 / 27,500 m²,5,var,2500000,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.40554735588255,Bakı,49.87506508827209,18 Noyabr 2022 ,,
Köhnə tikili,1 / 5,50 m²,2,,81000,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,18 Noyabr 2022 ,,
Yeni tikili,5 / 19,90 m²,3,var,124900,"Əhmədli m.,Xətai r.,Əhmədli q.",40.38816806232006,Bakı,49.83243942260742,08 Noyabr 2022 ,var,var
Yeni tikili,16 / 19,236 m²,4,var,272000,"Koala parkı ,Nəsimi bazarı ,Dostluq kinoteatrı ,Zoopark ,Nəsimi r.",40.39181261122973,Bakı,49.80257034301758,08 Yanvar 2023 ,,
Yeni tikili,14 / 18,97 m²,3,var,320000,"ASAN Xidmət №2 ,Şah İsmayıl Xətai m.,Xətai r.",40.37649764183499,Bakı,49.84163403511051,19 Oktyabr 2022 ,,
Köhnə tikili,1 / 2,63 m²,3,var,63000,"Xətai r.,Həzi Aslanov q.",40.3807186,Bakı,49.92525120000005,18 Noyabr 2022 ,,
Köhnə tikili,3 / 5,60 m²,2,var,148000,"Space TV ,Texniki Universiteti ,Memarlıq və İnşaat Universiteti ,Yasamal r.",40.36734920361006,Bakı,49.81677067293224,18 Noyabr 2022 ,,
Yeni tikili,4 / 7,146 m²,3,var,321000,"ASAN Xidmət №2 ,Ağ şəhər ,Şah İsmayıl Xətai m.,Xətai r.",40.38321447491986,Bakı,49.87406198881672,26 Yanvar 2023 ,,
Yeni tikili,3 / 17,80 m²,2,yoxdur,165000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,25 Fevral 2023 ,,
Yeni tikili,12 / 20,168 m²,3,var,850000,"Səməd Vurğun parkı ,Azadlıq meydanı ,Port Baku ,28 May m.,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,18 Noyabr 2022 ,,
Köhnə tikili,2 / 9,150 m²,3,var,155000,"Binəqədi r.,9-cu mikrorayon q.",40.40952590477563,Bakı,49.84445571899418,19 Oktyabr 2022 ,,
Köhnə tikili,2 / 5,80 m²,3,var,130000,"Neftçilər m.,Nizami r.",40.39298300258589,Bakı,49.95403544813546,18 Noyabr 2022 ,,
Köhnə tikili,5 / 9,64 m²,2,var,86500,"Xətai r.,Əhmədli q.",40.37478024872625,Bakı,49.96833840891954,18 Noyabr 2022 ,,
Köhnə tikili,1 / 5,45 m²,1,var,68000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.4209144,Bakı,49.842779500000006,18 Noyabr 2022 ,,
Yeni tikili,4 / 7,50 m²,2,yoxdur,55000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,29 Oktyabr 2022 ,,
Yeni tikili,7 / 10,112 m²,3,,138000,Sumqayıt,40.589694,Sumqayıt,49.66787920000002,15 Noyabr 2022 ,,
Yeni tikili,13 / 14,95 m²,2,var,120000,"Yasamal r.,Yeni Yasamal q.",40.39188730416051,Bakı,49.79022647368021,18 Noyabr 2022 ,var,var
Yeni tikili,8 / 14,153 m²,4,var,175000,Xırdalan,40.4530335614573,Xırdalan,49.7320969518887,19 Noyabr 2022 ,,
Yeni tikili,10 / 15,70 m²,2,var,148000,"Nəsimi bazarı ,TQDK ,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,18 Noyabr 2022 ,,
Yeni tikili,12 / 24,156.7 m²,3,var,285000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,13 Mart 2023 ,var,var
Köhnə tikili,3 / 5,40 m²,1,var,92000,"Hüseyn Cavid parkı ,Texniki Universiteti ,Elmlər Akademiyası m.,Yasamal r.,Yasamal q.",40.37024250177031,Bakı,49.97394200996779,11 Dekabr 2022 ,,
Köhnə tikili,8 / 9,70 m²,2,var,230000,"Azadlıq meydanı ,Səməd Vurğun parkı ,Port Baku ,28 May m.,Səbail r.",40.37738239264175,Bakı,49.82495069503784,18 Noyabr 2022 ,,
Köhnə tikili,3 / 5,40 m²,1,var,92000,Yasamal r.,40.39336516184337,Bakı,49.79300022125244,18 Noyabr 2022 ,var,var
Yeni tikili,5 / 16,60 m²,2,yoxdur,63000,Xırdalan,40.45321933957806,Xırdalan,49.73366860850091,18 Noyabr 2022 ,,
Yeni tikili,8 / 16,40 m²,2,var,57000,Xırdalan,40.45245455420378,Xırdalan,49.74205131907212,19 Noyabr 2022 ,,
Yeni tikili,2 / 16,142 m²,3,var,288000,"Tibb Universiteti ,Nəsimi r.",40.39181261122973,Bakı,49.80257034301758,11 Mart 2023 ,,
Yeni tikili,11 / 18,90 m²,3,var,175000,Nəsimi r.,40.37024250177031,Bakı,49.97394200996779,24 Dekabr 2022 ,var,var
Köhnə tikili,9 / 9,45 m²,1,var,90000,"Nəriman Nərimanov m.,Nərimanov r.",40.39816149998397,Bakı,49.84086155891422,18 Noyabr 2022 ,var,var
Yeni tikili,4 / 18,190 m²,4,yoxdur,415000,"Təhsil Nazirliyi ,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,19 Mart 2023 ,,
Yeni tikili,8 / 15,115 m²,3,var,270000,"Nəsimi bazarı ,ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi r.",40.37738239264175,Bakı,49.82495069503784,20 Dekabr 2022 ,var,var
Köhnə tikili,2 / 9,100 m²,3,var,155000,"Binəqədi r.,9-cu mikrorayon q.",40.40952590477563,Bakı,49.84445571899418,14 Yanvar 2023 ,,
Yeni tikili,9 / 16,70 m²,2,yoxdur,118000,Səbail r.,40.40210780478213,Bakı,49.85758781433109,18 Noyabr 2022 ,,
Köhnə tikili,6 / 6,100 m²,4,var,97000,"Xətai r.,Həzi Aslanov q.",40.39989258617802,Bakı,49.83979431395813,21 Noyabr 2022 ,var,var
Yeni tikili,8 / 17,70 m²,2,yoxdur,170000,"Qış parkı ,Sirk ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,06 Dekabr 2022 ,,
Köhnə tikili,2 / 9,90 m²,3,var,270000,"Nizami kinoteatrı ,Sahil m.,Fontanlar bağı ,Malokan bağı ,Xalça Muzeyi ,Sahil bağı ,Səbail r.",40.37742938831814,Bakı,49.80915784835819,03 Dekabr 2022 ,,
Köhnə tikili,3 / 3,48 m²,2,var,155000,Səbail r.,40.40210780478213,Bakı,49.85758781433109,12 Noyabr 2022 ,,
Yeni tikili,15 / 16,178 m²,4,var,255000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,01 Fevral 2023 ,yoxdur,var
Yeni tikili,2 / 16,103 m²,3,,185000,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41755797848501,Bakı,49.93429667163229,18 Noyabr 2022 ,,
Yeni tikili,4 / 9,60 m²,2,var,75000,Xırdalan,40.45344285145489,Xırdalan,49.73404053973808,18 Noyabr 2022 ,,
Yeni tikili,16 / 20,145 m²,3,yoxdur,317000,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.",40.37742938831814,Bakı,49.80915784835819,18 Noyabr 2022 ,,
Yeni tikili,12 / 19,80 m²,2,var,118000,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37230615579458,Bakı,49.95059072971344,19 Noyabr 2022 ,,
Köhnə tikili,2 / 9,100 m²,3,var,180000,Nərimanov r.,40.38855213843042,Bakı,49.87120270729065,18 Noyabr 2022 ,,
Yeni tikili,2 / 7,84 m²,2,yoxdur,250000,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.38264366149726,Bakı,49.87209320068359,12 Dekabr 2022 ,,
Yeni tikili,6 / 8,72 m²,2,var,136000,Nərimanov r.,40.40606433283491,Bakı,49.86231650326251,18 Noyabr 2022 ,var,var
Yeni tikili,8 / 19,141 m²,4,var,225000,"İnşaatçılar m.,Yasamal r.",40.37224994422943,Bakı,49.83342432222912,18 Noyabr 2022 ,,
Köhnə tikili,9 / 9,70 m²,3,var,134000,"Şah İsmayıl Xətai m.,Xətai r.",40.37998753828459,Bakı,49.85486268997196,23 Yanvar 2023 ,,
Yeni tikili,6 / 8,49.3 m²,2,var,56000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,20 Noyabr 2022 ,,
Yeni tikili,7 / 21,155 m²,3,yoxdur,225000,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3839039,Bakı,49.79972640000005,18 Noyabr 2022 ,,
Yeni tikili,4 / 16,133 m²,3,var,380000,"Təhsil Nazirliyi ,Nərimanov r.",40.42501388353632,Bakı,49.91049531402914,18 Noyabr 2022 ,,
Köhnə tikili,2 / 9,62 m²,2,var,125000,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.40718945487256,Bakı,49.81836318969727,18 Noyabr 2022 ,,
Yeni tikili,3 / 11,145 m²,3,var,244442,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.4053327515815,Bakı,49.81380344106,18 Noyabr 2022 ,var,var
Yeni tikili,6 / 10,81 m²,3,var,138000,"Binəqədi r.,9-cu mikrorayon q.",40.40952590477563,Bakı,49.84445571899418,20 Mart 2023 ,,
Yeni tikili,9 / 17,90 m²,3,var,158000,Binəqədi r.,40.38855213843042,Bakı,49.87120270729065,18 Noyabr 2022 ,var,var
Yeni tikili,8 / 16,140 m²,3,var,250000,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.38387743083147,Bakı,49.80173770791355,18 Noyabr 2022 ,var,var
Yeni tikili,10 / 17,103 m²,2,yoxdur,216300,"Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.39414959485713,Bakı,49.7993946075439,18 Noyabr 2022 ,,
Yeni tikili,7 / 20,110 m²,3,var,160000,Yasamal r.,40.39414959485713,Bakı,49.7993946075439,16 Dekabr 2022 ,,
Yeni tikili,2 / 5,82 m²,2,yoxdur,215000,"Xətai r.,Ağ şəhər q.",40.38264366149726,Bakı,49.87209320068359,28 Yanvar 2023 ,,
Yeni tikili,7 / 9,200 m²,6,var,170000,"Xətai r.,Həzi Aslanov q.",40.38873191798482,Bakı,49.95395421981815,18 Noyabr 2022 ,,
Köhnə tikili,3 / 9,40 m²,2,var,84000,Binəqədi r.,40.38816806232006,Bakı,49.83243942260742,26 Noyabr 2022 ,var,var
Yeni tikili,15 / 16,178 m²,4,var,372000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.39298300258589,Bakı,49.95403544813546,18 Noyabr 2022 ,,
Köhnə tikili,3 / 9,100 m²,3,var,188000,"20 Yanvar m.,Nəsimi r.,1-ci mikrorayon q.",40.42028115716548,Bakı,49.81340365102955,20 Oktyabr 2022 ,var,var
Yeni tikili,7 / 13,104 m²,3,var,185000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,08 Noyabr 2022 ,var,var
Köhnə tikili,15 / 16,120 m²,3,var,265000,"Şəlalə parkı ,Yasamal r.,Yasamal q.",40.38046156179651,Bakı,49.81176495552063,18 Noyabr 2022 ,var,var
Yeni tikili,17 / 22,160 m²,3,var,237000,"Şah İsmayıl Xətai m.,Xətai r.",40.39989258617802,Bakı,49.83979431395813,21 Noyabr 2022 ,var,var
Köhnə tikili,2 / 5,100 m²,2,,325000,"Azərbaycan kinoteatrı ,Fontanlar bağı ,Xalça Muzeyi ,M.Ə.Sabir parkı ,Mərkəzi Univermaq ,İçəri Şəhər ,Sahil m.,İçəri Şəhər m.,Səbail r.",40.36914129615258,Bakı,49.83875870704651,13 Fevral 2023 ,,
Yeni tikili,19 / 19,100 m²,3,var,157000,Nizami r.,40.39816149998397,Bakı,49.84086155891422,18 Noyabr 2022 ,var,var
Köhnə tikili,5 / 5,31 m²,1,var,66000,"ASAN Xidmət №3 ,Yasamal bazarı ,Yasamal r.",40.37917990134041,Bakı,49.80238643679992,18 Noyabr 2022 ,,
Yeni tikili,3 / 4,53 m²,2,var,47600,"Sabunçu r.,Bakıxanov q.",40.38816806232006,Bakı,49.83243942260742,23 Noyabr 2022 ,,
Yeni tikili,9 / 16,106 m²,3,var,250000,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.38046156179651,Bakı,49.81176495552063,24 Dekabr 2022 ,var,var
Köhnə tikili,9 / 9,65 m²,3,var,126000,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.39436592051104,Bakı,49.80147232576885,18 Noyabr 2022 ,,
Yeni tikili,13 / 18,232 m²,4,var,470000,"Nəsimi bazarı ,Koala parkı ,Dostluq kinoteatrı ,Park Zorge ,Nərimanov r.",40.3651072257085,Bakı,49.81950849294662,20 Yanvar 2023 ,,
Yeni tikili,6 / 16,100 m²,3,var,165000,"Binəqədi r.,Xutor q.",40.4128678,Bakı,49.824515700000006,18 Noyabr 2022 ,,
Köhnə tikili,6 / 7,85 m²,3,var,147000,"Səməd Vurğun parkı ,28 May m.,Neft Akademiyası ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,05 Dekabr 2022 ,var,var
Yeni tikili,10 / 18,142 m²,3,var,210000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40165027405231,Bakı,49.86080646514893,20 Oktyabr 2022 ,,
Yeni tikili,15 / 18,140 m²,3,yoxdur,240000,"ASAN Xidmət №1 ,Tibb Universiteti ,Neftçi bazası ,Nərimanov r.",40.39890502437099,Bakı,49.83408093452454,18 Noyabr 2022 ,,
Yeni tikili,7 / 16,75 m²,2,yoxdur,170000,"Şərq bazarı ,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,22 Dekabr 2022 ,,
Köhnə tikili,5 / 5,64 m²,3,var,69000,"Qaradağ r.,Lökbatan q.",40.3332188554634,Bakı,49.74597448992618,18 Noyabr 2022 ,,
Köhnə tikili,6 / 9,90 m²,4,var,174000,"Gənclik m.,Nərimanov r.",40.39352858614141,Bakı,49.8204231262207,21 Noyabr 2022 ,var,var
Yeni tikili,9 / 16,69 m²,2,yoxdur,120000,"Səbail r.,Badamdar q.",40.37024250177031,Bakı,49.97394200996779,17 Dekabr 2022 ,,
Yeni tikili,16 / 20,156 m²,3,var,390000,"Nərimanov heykəli ,Sovetski ,Space TV ,Texniki Universiteti ,Yasamal r.",40.38341187453192,Bakı,49.82710719108582,23 Yanvar 2023 ,,
Yeni tikili,11 / 18,122.8 m²,3,yoxdur,222000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,18 Noyabr 2022 ,,
Yeni tikili,17 / 20,73 m²,2,yoxdur,103000,"Ukrayna dairəsi ,Əhmədli m.,Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.3795306026909,Bakı,49.95454024263542,18 Noyabr 2022 ,,
Yeni tikili,14 / 16,106.6 m²,3,var,175000,"Binəqədi r.,M.Ə.Rəsulzadə q.",40.42527440160644,Bakı,49.85134363174438,18 Noyabr 2022 ,var,var
Yeni tikili,13 / 15,93 m²,3,var,200000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,18 Noyabr 2022 ,var,var
Yeni tikili,2 / 17,58 m²,2,var,39000,Abşeron r.,40.37005679625383,Bakı,49.82993423938751,18 Noyabr 2022 ,var,var
Köhnə tikili,3 / 5,45 m²,2,var,82000,"Neftçilər m.,Nizami r.",40.37742938831814,Bakı,49.80915784835819,29 Oktyabr 2022 ,,
Köhnə tikili,5 / 5,70 m²,3,var,200000,"Səməd Vurğun parkı ,28 May m.,Neft Akademiyası ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,18 Noyabr 2022 ,,
Yeni tikili,15 / 19,224 m²,5,yoxdur,336000,"8 Noyabr m.,Bakı Asiya Universiteti ,Nərimanov r.",40.38816806232006,Bakı,49.83243942260742,18 Noyabr 2022 ,,
Yeni tikili,6 / 8,49.3 m²,2,yoxdur,55000,Abşeron r.,40.37005679625383,Xırdalan,49.82993423938751,18 Noyabr 2022 ,,
Köhnə tikili,2 / 5,60 m²,3,var,98000,"Nəsimi m.,Zərifə Əliyeva adına park ,Binəqədi r.",40.42463128324992,Bakı,49.82827342647775,18 Noyabr 2022 ,,
Yeni tikili,14 / 16,148.9 m²,3,yoxdur,147000,"Neapol dairəsi ,Əhmədli m.,Xətai r.,Əhmədli q.",40.38145936184404,Bakı,49.96142549677426,02 Mart 2023 ,,
Yeni tikili,16 / 16,104 m²,2,var,195000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,03 Noyabr 2022 ,var,var
Yeni tikili,4 / 16,82 m²,3,var,167000,"Xalqlar Dostluğu m.,Nizami r.",40.38816806232006,Bakı,49.83243942260742,18 Noyabr 2022 ,,
Köhnə tikili,2 / 5,75 m²,3,var,140000,"Tibb Universiteti ,ASAN Xidmət №1 ,Nəsimi r.",40.39709769986374,Bakı,49.83026462170413,14 Mart 2023 ,,
Yeni tikili,15 / 16,67 m²,2,var,135000,"Sabunçu r.,Bakıxanov q.",40.42112961767353,Bakı,49.96242580345926,18 Noyabr 2022 ,var,var
Köhnə tikili,4 / 9,48 m²,2,var,117000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40506056228183,Bakı,49.87520050484613,05 Noyabr 2022 ,,
Yeni tikili,17 / 22,160 m²,3,var,235000,"Şah İsmayıl Xətai m.,Xətai r.",40.37024250177031,Bakı,49.97394200996779,28 Oktyabr 2022 ,,
Yeni tikili,14 / 14,70 m²,2,var,92000,"Yasamal r.,Yeni Yasamal q.",40.39372115900446,Bakı,49.79400758266448,19 Noyabr 2022 ,,
Yeni tikili,3 / 17,54 m²,2,var,125000,"Şərq bazarı ,Təhsil Nazirliyi ,Nərimanov r.",40.40606433283491,Bakı,49.86231650326251,24 Oktyabr 2022 ,,
Yeni tikili,5 / 16,139 m²,3,var,146000,Abşeron r.,40.45511190000001,Xırdalan,49.74459389999993,19 Noyabr 2022 ,var,var
Köhnə tikili,3 / 5,75 m²,3,yoxdur,130000,"İnşaatçılar m.,Yasamal r.",40.39059089940089,Bakı,49.80031496152469,19 Noyabr 2022 ,,
Yeni tikili,10 / 14,69 m²,2,var,147000,Nərimanov r.,40.4053327515815,Bakı,49.81380344106,19 Noyabr 2022 ,,
Yeni tikili,9 / 17,100 m²,2,var,160000,Nərimanov r.,40.40328327684168,Bakı,49.85078707337379,19 Noyabr 2022 ,,
Yeni tikili,17 / 19,170 m²,3,,350000,"Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Rəssamlıq Akademiyası ,Nərimanov r.",40.37979234319358,Bakı,49.85448785126209,19 Noyabr 2022 ,,
Köhnə tikili,2 / 8,51 m²,2,var,110000,"Nəriman Nərimanov parkı ,Rəssamlıq Akademiyası ,Nəriman Nərimanov m.,Nərimanov r.",40.40027766320492,Bakı,49.84006762504578,29 Oktyabr 2022 ,,
Köhnə tikili,5 / 5,58 m²,2,var,79000,"Nəsimi r.,4-cü mikrorayon q.",40.42023922833694,Bakı,49.81313237073165,19 Noyabr 2022 ,,
Yeni tikili,19 / 19,135 m²,3,var,145000,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,20 Dekabr 2022 ,var,var
Yeni tikili,7 / 17,70 m²,2,var,139000,"Səbail r.,Badamdar q.",40.40606433283491,Bakı,49.86231650326251,19 Noyabr 2022 ,,
Yeni tikili,19 / 20,155 m²,3,var,199800,"Şah İsmayıl Xətai m.,Xətai r.",40.37738239264175,Bakı,49.82495069503784,19 Noyabr 2022 ,,
Yeni tikili,10 / 19,65 m²,2,yoxdur,94500,"Nizami r.,8-ci kilometr q.",40.40362689930284,Bakı,49.95851479677427,03 Noyabr 2022 ,,
Köhnə tikili,4 / 9,125 m²,4,var,209700,"Binəqədi r.,8-ci mikrorayon q.",40.36942330420567,Bakı,49.82101321220402,03 Mart 2023 ,var,var
