Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,locations,latitude,city,longitude,date,Təmir,İpoteka
Yeni tikili,5 / 17,80 m²,2,yoxdur,145000,"Ukrayna dairəsi ,Əhmədli m.,Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.41130678064476,Bakı,49.94813919067383,30 Oktyabr 2022 ,,
Yeni tikili,14 / 17,96 m²,3,var,225000,"Şərq bazarı ,Nərimanov r.",40.39205366748811,Bakı,49.84065234661102,23 Noyabr 2022 ,,
Köhnə tikili,9 / 9,56 m²,3,,106000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.41934464307053,Bakı,49.92526531219486,03 Noyabr 2022 ,,
Köhnə tikili,7 / 9,120 m²,5,,170000,"Sabunçu r.,Bakıxanov q.",40.421,Bakı,49.963,30 Oktyabr 2022 ,,
Yeni tikili,10 / 17,125 m²,3,yoxdur,210000,"Əhmədli m.,Xətai r.,Əhmədli q.",40.41130678064476,Bakı,49.94813919067383,30 Oktyabr 2022 ,,
Köhnə tikili,2 / 9,45 m²,2,var,80000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39407966864382,Bakı,49.79800675630569,30 Oktyabr 2022 ,,
Yeni tikili,5 / 14,220 m²,4,var,440000,"Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.40332923319502,Bakı,49.86766219139103,17 Oktyabr 2022 ,,
Yeni tikili,7 / 17,175 m²,4,var,425000,"Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.40332923319502,Bakı,49.86766219139103,02 Oktyabr 2022 ,,
Yeni tikili,6 / 16,185 m²,4,var,350000,"Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.40332923319502,Bakı,49.86766219139103,02 Oktyabr 2022 ,,
Yeni tikili,6 / 16,170 m²,3,yoxdur,410000,"Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Rəssamlıq Akademiyası ,Nərimanov r.",40.40332923319502,Bakı,49.86766219139103,07 Oktyabr 2022 ,,
Köhnə tikili,4 / 5,50 m²,3,,75000,Sumqayıt,40.589694,Sumqayıt,49.66787920000002,30 Oktyabr 2022 ,,
Köhnə tikili,3 / 12,42 m²,2,var,82000,"Azadlıq Prospekti m.,Binəqədi r.",40.42667402639912,Bakı,49.84307394952733,30 Oktyabr 2022 ,var,var
Köhnə tikili,3 / 9,45 m²,2,var,68400,"Yasamal r.,Yeni Yasamal q.",40.39050265793001,Bakı,49.7941276115179,30 Oktyabr 2022 ,,
Köhnə tikili,1 / 5,45 m²,1,var,75000,"Yasamal bazarı ,ASAN Xidmət №3 ,Yasamal r.,Yasamal q.",40.38132082710211,Bakı,49.80697795741756,03 Oktyabr 2022 ,,
Köhnə tikili,6 / 9,65 m²,3,var,115000,"Şah İsmayıl Xətai m.,Xətai r.",40.38373850100566,Bakı,49.87297315078742,30 Oktyabr 2022 ,var,var
Köhnə tikili,6 / 10,85 m²,3,,155000,"Ayna Sultanova heykəli ,Nərimanov r.",40.41356139992233,Bakı,49.8460865020752,31 Oktyabr 2022 ,,
Yeni tikili,10 / 14,68.1 m²,2,var,123000,Xırdalan,40.44803637387112,Xırdalan,49.74979913546697,31 Oktyabr 2022 ,,
Yeni tikili,14 / 16,65 m²,2,yoxdur,185000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.39205366748811,Bakı,49.84065234661102,31 Oktyabr 2022 ,,
Yeni tikili,12 / 17,142 m²,3,yoxdur,220000,"Ukrayna dairəsi ,Əhmədli m.,Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37937316587028,Bakı,49.95315045498662,01 Fevral 2023 ,,
Köhnə tikili,8 / 9,72 m²,3,var,79000,"Suraxanı r.,Hövsan q.",40.3895335,Bakı,50.07034859999999,15 Oktyabr 2022 ,,
Köhnə tikili,8 / 9,40 m²,2,,65000,"Suraxanı r.,Yeni Günəşli q.",40.41932422288878,Bakı,49.92522239685059,31 Oktyabr 2022 ,,
Yeni tikili,15 / 16,119 m²,3,var,180000,"Nəsimi m.,Zərifə Əliyeva adına park ,Nəsimi r.",40.42454800153939,Bakı,49.82505250285497,31 Oktyabr 2022 ,,
Köhnə tikili,1 / 5,30 m²,1,,62500,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.4107382,Bakı,49.9384708,31 Oktyabr 2022 ,,
Yeni tikili,16 / 17,206 m²,4,var,420000,"Nəriman Nərimanov m.,Nərimanov r.",40.40768130446961,Bakı,49.87266827951111,05 Noyabr 2022 ,var,var
Yeni tikili,8 / 18,135 m²,4,var,265000,"Səbail r.,Badamdar q.",40.3382236003051,Bakı,49.807239200000005,31 Oktyabr 2022 ,,
Yeni tikili,24 / 26,132 m²,3,var,176000,"Yasamal r.,Yasamal q.",40.38798525459585,Bakı,49.8152665766504,31 Oktyabr 2022 ,var,var
Yeni tikili,7 / 14,180 m²,4,var,245000,"Qış parkı ,Nizami m.,Nəsimi r.,Kubinka q.",40.37830493240705,Bakı,49.83785096079406,31 Oktyabr 2022 ,var,var
Köhnə tikili,3 / 5,75 m²,3,var,140000,"İdman kompleksi ,Nəsimi r.",40.40027766320492,Bakı,49.84006762504578,31 Oktyabr 2022 ,,
Köhnə tikili,9 / 9,110 m²,4,,128000,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.39824412860006,Bakı,49.95159063025516,31 Oktyabr 2022 ,,
Yeni tikili,5 / 5,80 m²,2,,60000,"Abşeron r.,Masazır q.",40.4862557,Bakı,49.75753099999997,31 Oktyabr 2022 ,,
Yeni tikili,10 / 17,120 m²,3,var,240000,"İnşaatçılar m.,Yasamal r.",40.3898105852336,Bakı,49.80679750442505,31 Oktyabr 2022 ,var,var
Yeni tikili,14 / 17,272 m²,5,var,500000,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,07 Dekabr 2022 ,yoxdur,var
Yeni tikili,10 / 17,210 m²,4,var,450000,"Neftçi bazası ,ASAN Xidmət №1 ,TQDK ,Nərimanov r.",40.40160942294305,Bakı,49.8375141620636,31 Oktyabr 2022 ,,
Yeni tikili,12 / 17,116 m²,3,yoxdur,172000,"Xətai r.,Həzi Aslanov q.",40.38873191798482,Bakı,49.95395421981815,31 Oktyabr 2022 ,,
Yeni tikili,10 / 22,232 m²,4,var,513000,"Port Baku ,Cavanşir körpüsü ,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,31 Oktyabr 2022 ,,
Yeni tikili,10 / 17,90 m²,2,var,158000,"Avtovağzal m.,Binəqədi r.,Biləcəri q.",40.42097415359398,Bakı,49.79901373386383,31 Oktyabr 2022 ,var,var
Yeni tikili,7 / 16,67 m²,2,var,132000,"Şah İsmayıl Xətai m.,Xətai r.",40.37738239264175,Bakı,49.82495069503784,30 Oktyabr 2022 ,var,var
Yeni tikili,16 / 18,117 m²,2,var,207000,"Neftçi bazası ,ASAN Xidmət №1 ,TQDK ,Nərimanov r.",40.39205366748811,Bakı,49.84065234661102,04 Oktyabr 2022 ,,
Yeni tikili,1 / 12,50 m²,2,var,95000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39044545690056,Bakı,49.79459230422973,31 Oktyabr 2022 ,,
Yeni tikili,19 / 19,90 m²,3,var,102000,"Xətai r.,Həzi Aslanov q.",40.38873191798482,Bakı,49.95395421981815,31 Oktyabr 2022 ,,
Yeni tikili,8 / 18,180 m²,4,var,380000,"Tibb Universiteti ,Nəsimi bazarı ,ASAN Xidmət №1 ,Park Zorge ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,18 Dekabr 2022 ,,
Yeni tikili,4 / 5,300 m²,8,var,890000,"Azərbaycan kinoteatrı ,Fontanlar bağı ,Xalça Muzeyi ,M.Ə.Sabir parkı ,Mərkəzi Univermaq ,İçəri Şəhər ,Sahil m.,İçəri Şəhər m.,Səbail r.",40.3651072257085,Bakı,49.81950849294662,08 Mart 2023 ,,
Yeni tikili,2 / 19,55 m²,2,var,98000,"Binəqədi r.,7-ci mikrorayon q.",40.43027536803434,Bakı,49.85946867094731,01 Oktyabr 2022 ,,
Yeni tikili,2 / 6,52 m²,2,yoxdur,69800,"Suraxanı r.,Qaraçuxur q.",40.40546032307031,Bakı,49.97192715679541,30 Dekabr 2022 ,,
Köhnə tikili,5 / 9,55 m²,3,var,82000,"Suraxanı r.,Yeni Günəşli q.",40.38499730777751,Bakı,49.83810424804688,29 Oktyabr 2022 ,,
Yeni tikili,4 / 17,82 m²,2,var,127000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.38983428744165,Bakı,49.79824948443449,31 Oktyabr 2022 ,var,var
Köhnə tikili,2 / 5,33 m²,2,var,79000,"Memar Əcəmi m.,Nəsimi r.,2-ci mikrorayon q.",40.41090241158984,Bakı,49.81735467910767,31 Oktyabr 2022 ,,
Yeni tikili,20 / 21,110 m²,3,var,128000,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.38257828125999,Bakı,49.80385780334476,31 Oktyabr 2022 ,,
Yeni tikili,5 / 19,70 m²,2,var,130000,"20 Yanvar m.,Yasamal r.",40.40210780478213,Bakı,49.85758781433109,18 Oktyabr 2022 ,var,var
Yeni tikili,17 / 18,118 m²,3,var,390000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,27 Oktyabr 2022 ,,
Yeni tikili,2 / 17,110 m²,3,var,156000,"Yasamal r.,Yeni Yasamal q.",40.40011402993358,Bakı,49.79734057295285,31 Oktyabr 2022 ,var,var
Yeni tikili,13 / 20,89 m²,2,var,205000,Nərimanov r.,40.37998753828459,Bakı,49.85486268997196,31 Oktyabr 2022 ,var,var
Köhnə tikili,9 / 9,75 m²,3,,79000,"Suraxanı r.,Hövsan q.",40.36559894265861,Bakı,50.07592557662805,31 Oktyabr 2022 ,,
Yeni tikili,17 / 19,125 m²,3,var,260000,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.,Yasamal q.",40.3651072257085,Bakı,49.81950849294662,24 Yanvar 2023 ,,
Yeni tikili,13 / 16,138 m²,3,var,305000,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.",40.38264366149726,Bakı,49.87209320068359,31 Oktyabr 2022 ,,
Yeni tikili,16 / 17,139.7 m²,3,yoxdur,181600,"Təhsil Nazirliyi ,Nərimanov r.",40.39446864763057,Bakı,49.85786630421548,08 Oktyabr 2022 ,,
Yeni tikili,19 / 20,71 m²,1,yoxdur,78000,"Neapol dairəsi ,Əhmədli m.,Xətai r.,Əhmədli q.",40.38873191798482,Bakı,49.95395421981815,31 Oktyabr 2022 ,,
Yeni tikili,17 / 17,198 m²,4,var,349000,"Zoopark ,Dostluq kinoteatrı ,Koala parkı ,Nərimanov r.",40.40606433283491,Bakı,49.86231650326251,18 Mart 2023 ,,
Yeni tikili,4 / 12,95.7 m²,3,var,175800,"Səbail r.,Bayıl q.",40.342504609824,Bakı,49.83934879302979,08 Oktyabr 2022 ,,
Yeni tikili,12 / 19,208 m²,4,var,850000,Nərimanov r.,40.4091072169382,Bakı,49.86563082967927,31 Oktyabr 2022 ,,
Yeni tikili,12 / 15,81 m²,3,var,225000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.41932422288878,Bakı,49.92522239685059,20 Yanvar 2023 ,,
Yeni tikili,20 / 20,110 m²,3,var,128000,"Yasamal r.,Yeni Yasamal q.",40.38264366149726,Bakı,49.80834245681766,03 Oktyabr 2022 ,var,var
Yeni tikili,11 / 16,207 m²,4,var,450000,"ASAN Xidmət №1 ,Neftçi bazası ,Nəsimi r.",40.40141172919604,Bakı,49.83361201855472,31 Oktyabr 2022 ,,
Yeni tikili,16 / 17,271 m²,3,yoxdur,210000,Nərimanov r.,40.40982104543357,Bakı,49.86657705301612,31 Oktyabr 2022 ,,
Yeni tikili,7 / 17,115 m²,2,yoxdur,190000,"ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi r.",40.38321447491986,Bakı,49.87406198881672,31 Oktyabr 2022 ,,
Yeni tikili,16 / 16,110.6 m²,3,var,210000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,31 Oktyabr 2022 ,var,var
Yeni tikili,4 / 17,77 m²,2,var,112000,Nizami r.,40.39816149998397,Bakı,49.84086155891422,03 Noyabr 2022 ,,
Yeni tikili,15 / 22,186 m²,4,var,330000,"ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi r.",40.40606433283491,Bakı,49.86231650326251,01 Oktyabr 2022 ,,
Yeni tikili,7 / 18,250 m²,5,var,400000,"Zərifə Əliyeva adına park ,Nəsimi r.,4-cü mikrorayon q.",40.39414959485713,Bakı,49.7993946075439,22 Fevral 2023 ,,
Yeni tikili,4 / 19,80 m²,2,var,180000,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.41932422288878,Bakı,49.92522239685059,11 Dekabr 2022 ,,
Yeni tikili,19 / 19,132 m²,3,var,149000,"İnşaatçılar m.,Yasamal r.",40.38257828125999,Bakı,49.80385780334476,31 Oktyabr 2022 ,,
Yeni tikili,19 / 19,73 m²,2,var,75000,"Neftçilər m.,Nizami r.",40.39816149998397,Bakı,49.84086155891422,03 Oktyabr 2022 ,,
Yeni tikili,6 / 18,121 m²,3,var,200000,"Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,31 Oktyabr 2022 ,var,var
Yeni tikili,16 / 17,140 m²,3,var,230000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,31 Oktyabr 2022 ,,
Yeni tikili,9 / 16,149.2 m²,3,yoxdur,285000,"Rusiya səfirliyi ,Sevil Qazıyeva parkı ,Zabitlər parkı ,Nəsimi r.",40.39414959485713,Bakı,49.7993946075439,31 Oktyabr 2022 ,,
Köhnə tikili,4 / 5,50 m²,2,var,93000,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.,5-ci mikrorayon q.",40.40784436316836,Bakı,49.81118107246169,04 Oktyabr 2022 ,,
Yeni tikili,7 / 17,127 m²,4,yoxdur,310000,"Elmlər Akademiyası m.,Hüseyn Cavid parkı ,Yasamal r.",40.39584916837152,Bakı,49.85226631164551,31 Oktyabr 2022 ,,
Yeni tikili,14 / 16,140 m²,4,var,224000,"Təhsil Nazirliyi ,Nərimanov r.",40.39205366748811,Bakı,49.84065234661102,04 Oktyabr 2022 ,,
Köhnə tikili,5 / 9,65 m²,2,var,114000,"Zərifə Əliyeva adına park ,Nəsimi m.,Binəqədi r.,6-cı mikrorayon q.",40.42083629407001,Bakı,49.82495878464307,31 Oktyabr 2022 ,,
Yeni tikili,21 / 27,109 m²,2,var,196000,Yasamal r.,40.37620916175648,Bakı,49.81580107043555,31 Oktyabr 2022 ,,
Yeni tikili,3 / 17,65 m²,2,var,110000,"Binəqədi r.,9-cu mikrorayon q.",40.42291182331459,Bakı,49.81030804958577,31 Oktyabr 2022 ,var,var
Yeni tikili,11 / 20,157 m²,3,yoxdur,258000,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.40952590477563,Bakı,49.84445571899418,31 Oktyabr 2022 ,,
Yeni tikili,6 / 15,70 m²,2,var,120000,"Bayıl parkı ,Səbail r.,Bayıl q.",40.38816806232006,Bakı,49.83243942260742,12 Noyabr 2022 ,,
Yeni tikili,4 / 16,93.1 m²,2,var,155000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,31 Oktyabr 2022 ,var,var
Yeni tikili,3 / 13,50 m²,2,var,130000,"İdman kompleksi ,Nəsimi r.",40.40606433283491,Bakı,49.86231650326251,31 Oktyabr 2022 ,,
Yeni tikili,7 / 7,210 m²,5,var,550000,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.3765957210189,Bakı,49.85243260860443,04 Fevral 2023 ,,
Yeni tikili,14 / 16,110 m²,3,var,175000,"Həzi Aslanov m.,Xətai r.",40.3731071051094,Bakı,49.95354955181149,31 Oktyabr 2022 ,,
Yeni tikili,10 / 12,96 m²,3,var,170000,"Xalqlar Dostluğu m.,Nizami r.,8-ci kilometr q.",40.41130678064476,Bakı,49.94813919067383,31 Oktyabr 2022 ,,
Yeni tikili,3 / 17,63 m²,2,var,109999,"Zərifə Əliyeva adına park ,Nəsimi m.,Binəqədi r.,9-cu mikrorayon q.",40.39989258617802,Bakı,49.83979431395813,31 Oktyabr 2022 ,var,var
Köhnə tikili,4 / 5,50 m²,2,var,87500,"Nəsimi r.,3-cü mikrorayon q.",40.4096599,Bakı,49.82330999999999,03 Oktyabr 2022 ,,
Yeni tikili,7 / 17,83 m²,2,var,140000,"8 Noyabr m.,Bakı Asiya Universiteti ,Nəsimi r.",40.39197603929571,Bakı,49.80684041976929,31 Oktyabr 2022 ,var,var
Yeni tikili,7 / 11,89 m²,2,yoxdur,170000,Nərimanov r.,40.40554735588255,Bakı,49.87506508827209,04 Oktyabr 2022 ,,
Köhnə tikili,7 / 7,65 m²,2,var,92000,Nəsimi r.,40.39197603929571,Bakı,49.80684041976929,31 Oktyabr 2022 ,var,var
Yeni tikili,13 / 18,114 m²,3,var,209000,"Binəqədi r.,8-ci mikrorayon q.",40.41881371632999,Bakı,49.85228776931763,31 Oktyabr 2022 ,,
Köhnə tikili,2 / 5,110 m²,5,var,120000,"Zərifə Əliyeva adına park ,Nəsimi r.,4-cü mikrorayon q.",40.39197603929571,Bakı,49.80684041976929,31 Oktyabr 2022 ,,
Yeni tikili,15 / 20,75 m²,2,yoxdur,95000,"Yasamal r.,Yeni Yasamal q.",40.39306848370675,Bakı,49.79261700135422,04 Noyabr 2022 ,,
Yeni tikili,3 / 19,94 m²,3,var,179100,"20 Yanvar m.,Yasamal r.",40.4053327515815,Bakı,49.81380344106,10 Dekabr 2022 ,var,var
Yeni tikili,16 / 17,68 m²,2,var,127000,"Səbail r.,Badamdar q.",40.40606433283491,Bakı,49.86231650326251,03 Noyabr 2022 ,,
Yeni tikili,3 / 12,80 m²,2,var,145000,Xırdalan,40.44837410944163,Xırdalan,49.75017170016099,31 Oktyabr 2022 ,,
Yeni tikili,11 / 17,82 m²,3,var,150000,"Dərnəgül m.,Nərimanov r.",40.38855213843042,Bakı,49.87120270729065,31 Oktyabr 2022 ,var,var
Yeni tikili,10 / 16,80 m²,3,var,96000,Xırdalan,40.36822884896801,Xırdalan,49.813362210989,31 Oktyabr 2022 ,,
Köhnə tikili,8 / 9,90 m²,3,var,129000,"Binəqədi r.,9-cu mikrorayon q.",40.38257828125999,Bakı,49.80385780334476,24 Oktyabr 2022 ,var,var
Köhnə tikili,9 / 9,55 m²,3,var,106000,Nərimanov r.,40.37998753828459,Bakı,49.85486268997196,31 Oktyabr 2022 ,var,var
Yeni tikili,5 / 6,73.6 m²,2,yoxdur,47500,"Abşeron r.,Masazır q.",40.4862557,Bakı,49.75753099999997,31 Oktyabr 2022 ,,
Köhnə tikili,4 / 5,50 m²,2,var,90000,"Zərifə Əliyeva adına park ,Nəsimi r.,4-cü mikrorayon q.",40.39414959485713,Bakı,49.7993946075439,09 Noyabr 2022 ,,
Yeni tikili,5 / 19,70 m²,2,var,130000,"20 Yanvar m.,Nəsimi r.",40.38816806232006,Bakı,49.83243942260742,17 Yanvar 2023 ,var,var
Yeni tikili,6 / 16,111 m²,2,yoxdur,210000,"Bakı Asiya Universiteti ,8 Noyabr m.,Nəsimi r.",40.3993135507586,Bakı,49.81718301773071,31 Oktyabr 2022 ,,
Yeni tikili,20 / 20,110 m²,3,var,140000,"Yasamal r.,Yeni Yasamal q.",40.4053327515815,Bakı,49.81380344106,06 Dekabr 2022 ,var,var
Yeni tikili,12 / 16,118 m²,3,var,209800,"Zərifə Əliyeva adına park ,Binəqədi r.",40.36942330420567,Bakı,49.82101321220402,01 Oktyabr 2022 ,var,var
Yeni tikili,6 / 7,47 m²,2,var,66000,"Sabunçu r.,Sabunçu q.",40.4517585,Bakı,49.94600459999992,31 Oktyabr 2022 ,,
Yeni tikili,14 / 17,150 m²,3,var,170000,"20 Yanvar m.,Yasamal r.,Yasamal q.",40.40952590477563,Bakı,49.84445571899418,14 Dekabr 2022 ,yoxdur,var
Yeni tikili,2 / 15,125 m²,3,var,235000,Yasamal r.,40.36152680887896,Bakı,49.82090707313864,31 Oktyabr 2022 ,yoxdur,var
Yeni tikili,9 / 17,180 m²,4,yoxdur,240000,"Nəriman Nərimanov m.,Nərimanov r.",40.40543248104778,Bakı,49.87657837228136,31 Oktyabr 2022 ,,
Yeni tikili,10 / 14,125 m²,4,var,115000,Xırdalan,40.46337308414583,Xırdalan,49.72493867233879,31 Oktyabr 2022 ,,
Yeni tikili,2 / 17,115 m²,3,var,265000,"ASAN Xidmət №1 ,Neftçi bazası ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,04 Oktyabr 2022 ,,
Yeni tikili,11 / 15,169 m²,4,var,320000,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.39203732471822,Bakı,49.84165549278259,31 Oktyabr 2022 ,,
Köhnə tikili,9 / 9,55 m²,2,var,76000,"Neapol dairəsi ,Xətai r.,Əhmədli q.",40.38330881286338,Bakı,49.96831718126954,31 Oktyabr 2022 ,,
Yeni tikili,8 / 11,71 m²,2,yoxdur,65000,Xırdalan,40.46176129758266,Xırdalan,49.72702201598167,31 Oktyabr 2022 ,,
Köhnə tikili,1 / 5,42 m²,1,var,74000,"ASAN Xidmət №3 ,Yasamal bazarı ,Elmlər Akademiyası m.,Yasamal r.",40.37906568156323,Bakı,49.80803051911016,31 Oktyabr 2022 ,,
Köhnə tikili,5 / 5,100 m²,4,var,143000,"Yasamal bazarı ,ASAN Xidmət №3 ,Yasamal r.",40.38264366149726,Bakı,49.80834245681766,31 Oktyabr 2022 ,var,var
Yeni tikili,12 / 19,108 m²,3,yoxdur,182000,Xətai r.,40.40152503521376,Bakı,49.86131862059725,06 Dekabr 2022 ,,
Yeni tikili,12 / 16,118 m²,3,var,209800,Binəqədi r.,40.36942330420567,Bakı,49.82101321220402,31 Oktyabr 2022 ,var,var
Yeni tikili,12 / 18,150 m²,3,var,300000,"Tibb Universiteti ,8 Noyabr m.,Nəsimi r.",40.38499730777751,Bakı,49.83810424804688,31 Oktyabr 2022 ,var,var
Yeni tikili,13 / 20,153 m²,4,var,205000,Xətai r.,40.36482313697025,Bakı,49.95942363617129,31 Oktyabr 2022 ,,
Köhnə tikili,6 / 9,80 m²,3,var,165000,"Ayna Sultanova heykəli ,Binəqədi r.,8-ci mikrorayon q.",40.38264366149726,Bakı,49.80834245681766,31 Oktyabr 2022 ,var,var
Yeni tikili,3 / 7,71 m²,2,yoxdur,77000,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,31 Oktyabr 2022 ,,
Yeni tikili,6 / 20,90 m²,3,var,126500,"Əhmədli m.,Xətai r.,Əhmədli q.",40.41913797142315,Bakı,49.92514979797704,31 Oktyabr 2022 ,var,var
Yeni tikili,15 / 17,180 m²,4,var,260000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.38257828125999,Bakı,49.80385780334476,31 Oktyabr 2022 ,var,var
Köhnə tikili,14 / 16,90 m²,3,var,128000,"Binəqədi r.,9-cu mikrorayon q.",40.38210427264212,Bakı,49.96333122253422,11 Mart 2023 ,var,var
Köhnə tikili,2 / 5,60 m²,2,var,150000,"Beşmərtəbə ,Nizami m.,Yasamal r.",40.37738239264175,Bakı,49.82495069503784,31 Oktyabr 2022 ,,
Köhnə tikili,4 / 9,40 m²,2,var,67000,Xətai r.,40.36375658535183,Bakı,49.95053543356302,31 Oktyabr 2022 ,var,var
Yeni tikili,11 / 16,52 m²,2,yoxdur,115000,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,31 Oktyabr 2022 ,,
Yeni tikili,9 / 18,63 m²,1,yoxdur,115000,"Şah İsmayıl Xətai m.,Xətai r.",40.38394949595717,Bakı,49.87132871306223,31 Oktyabr 2022 ,,
Yeni tikili,14 / 17,100 m²,3,var,239000,"Şərq bazarı ,Nərimanov r.",40.38816160859673,Bakı,49.85800218064264,11 Oktyabr 2022 ,var,var
Köhnə tikili,3 / 5,50 m²,2,var,420000,Səbail r.,40.3358719,Bakı,49.82232010000007,31 Oktyabr 2022 ,,
Yeni tikili,11 / 17,180 m²,4,var,345000,"Qara Qarayev m.,Nizami r.",40.41759665306817,Bakı,49.93418097496033,13 Fevral 2023 ,var,var
Yeni tikili,20 / 24,192 m²,4,var,390000,"Şah İsmayıl Xətai m.,Xətai r.",40.3838257559587,Bakı,49.86791564432503,07 Oktyabr 2022 ,var,var
Köhnə tikili,3 / 9,80 m²,3,var,129500,"Yasamal r.,Yeni Yasamal q.",40.394,Bakı,49.795,31 Oktyabr 2022 ,var,var
Yeni tikili,9 / 17,128 m²,3,yoxdur,165000,"Qara Qarayev m.,Nizami r.",40.41759665306817,Bakı,49.93418097496033,31 Oktyabr 2022 ,,
Yeni tikili,18 / 18,144 m²,3,var,346000,"Port Baku ,Cavanşir körpüsü ,Nəsimi r.",40.37649764183499,Bakı,49.84163403511051,31 Oktyabr 2022 ,,
Köhnə tikili,4 / 4,82 m²,2,var,250000,"Azərbaycan kinoteatrı ,Fontanlar bağı ,M.Ə.Sabir parkı ,Mərkəzi Univermaq ,İçəri Şəhər ,İqsadiyyat Universiteti ,İçəri Şəhər m.,Sahil m.,Səbail r.",40.36899398447533,Bakı,49.83671397710942,31 Oktyabr 2022 ,,
Köhnə tikili,3 / 9,90 m²,4,,126000,"Suraxanı r.,Yeni Günəşli q.",40.38597994362781,Bakı,49.98334340720882,31 Oktyabr 2022 ,,
Yeni tikili,7 / 9,100 m²,3,yoxdur,120000,"Qaradağ r.,Sahil q.",40.2282514,Bakı,49.57331160000001,31 Oktyabr 2022 ,,
Yeni tikili,13 / 19,64 m²,2,yoxdur,120000,Nizami r.,40.40744756349843,Bakı,49.95980839551848,31 Oktyabr 2022 ,,
Yeni tikili,8 / 14,180 m²,4,var,300000,"Koroğlu m.,Nərimanov r.",40.38499730777751,Bakı,49.83810424804688,31 Oktyabr 2022 ,,
Köhnə tikili,1 / 5,40 m²,2,var,87000,"Gənclik m.,Respublika stadionu ,Nərimanov r.",40.37998753828459,Bakı,49.85486268997196,31 Oktyabr 2022 ,,
Köhnə tikili,5 / 5,30 m²,1,,62000,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.40928899571853,Bakı,49.80875551700596,31 Oktyabr 2022 ,,
Köhnə tikili,3 / 9,100 m²,4,var,145000,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37118670898374,Bakı,49.96027440213017,21 Oktyabr 2022 ,var,var
Yeni tikili,14 / 20,128.7 m²,3,yoxdur,217000,"Nəsimi bazarı ,Koala parkı ,Nəsimi r.",40.38321447491986,Bakı,49.87406198881672,01 Oktyabr 2022 ,,
Yeni tikili,14 / 16,109 m²,3,var,140000,"Neftçilər m.,Nizami r.",40.40876761867985,Bakı,49.94960480564293,11 Noyabr 2022 ,var,var
Yeni tikili,17 / 19,124 m²,3,var,260000,"Yasamal r.,Yasamal q.",40.39707690705524,Bakı,49.80377267128456,31 Oktyabr 2022 ,,
Yeni tikili,14 / 15,180 m²,4,var,270000,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.4209144,Bakı,49.842779500000006,31 Oktyabr 2022 ,,
