,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,price-cur,locations,latitude,city,longitude,id,date,Təmir,İpoteka
5798,Yeni tikili,6 / 16,185 m²,4,var,350000,AZN,"Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.40332923319502,Bakı,49.86766219139103,3026398,07 Oktyabr 2022 ,,
5799,Yeni tikili,9 / 9,92 m²,3,var,92000,AZN,"Abşeron r.,Masazır q.",40.49219701939483,Bakı,49.75321769714355,3026404,03 Noyabr 2022 ,,
5800,Yeni tikili,6 / 17,95 m²,2,yoxdur,186000,AZN,"Azərbaycan turizm institutu ,Nərimanov r.",40.39867053304849,Bakı,49.86439922260718,3026406,03 Noyabr 2022 ,,
5801,Köhnə tikili,7 / 9,55 m²,2,var,73500,AZN,"Suraxanı r.,Yeni Günəşli q.",40.38404382933332,Bakı,49.97987885609398,3026407,03 Noyabr 2022 ,,
5802,Yeni tikili,17 / 17,150 m²,3,yoxdur,250000,AZN,"Azadlıq Prospekti m.,Binəqədi r.",40.42527440160644,Bakı,49.85134363174438,3026410,03 Noyabr 2022 ,,
5803,Yeni tikili,4 / 7,90 m²,3,var,153000,AZN,Binəqədi r.,40.38264366149726,Bakı,49.80834245681766,3026412,03 Noyabr 2022 ,var,var
5804,Yeni tikili,13 / 17,112 m²,3,,175000,AZN,"Binəqədi r.,7-ci mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,3026423,15 Mart 2023 ,,
5805,Köhnə tikili,7 / 9,120 m²,5,var,197000,AZN,"Binəqədi r.,8-ci mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,3026424,03 Noyabr 2022 ,,
5806,Yeni tikili,5 / 16,132 m²,3,var,220000,AZN,"Ayna Sultanova heykəli ,Binəqədi r.",40.3861741000781,Bakı,49.85149383544922,3026426,Bugün 18:30 ,,
5807,Yeni tikili,16 / 17,230 m²,6,var,260000,AZN,Sumqayıt,40.59107612768579,Sumqayıt,49.6683361315934,3026441,03 Noyabr 2022 ,,
5808,Yeni tikili,12 / 17,166 m²,3,,320000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,3026442,03 Noyabr 2022 ,,
5809,Yeni tikili,8 / 18,70 m²,3,var,130000,AZN,"Şah İsmayıl Xətai m.,Xətai r.,Ağ şəhər q.",40.38780479542408,Bakı,49.86797959816121,3026444,03 Noyabr 2022 ,,
5810,Yeni tikili,1 / 10,40 m²,2,var,61000,AZN,Sumqayıt,40.58384511030427,Sumqayıt,49.68878605928128,3026445,03 Noyabr 2022 ,,
5811,Yeni tikili,13 / 16,50 m²,2,yoxdur,80000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.38274990424748,Bakı,49.8084390163422,3026446,03 Noyabr 2022 ,,
5812,Köhnə tikili,3 / 4,68 m²,3,var,75000,AZN,Sumqayıt,40.59152713082151,Sumqayıt,49.66443926661102,3026447,03 Noyabr 2022 ,,
5813,Yeni tikili,4 / 16,172 m²,4,var,235000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.38274990424748,Bakı,49.8084390163422,3026452,03 Noyabr 2022 ,var,var
5814,Yeni tikili,4 / 16,56 m²,2,var,155000,AZN,"Qubernator parkı ,Prezident parkı ,Dövlət İdarəçilik Akademiyası ,İçəri Şəhər m.,Şəlalə parkı ,Axundov bağı ,İqsadiyyat Universiteti ,Azneft meydanı ,Səbail r.",40.38274990424748,Bakı,49.8084390163422,3026456,03 Noyabr 2022 ,,
5815,Yeni tikili,8 / 9,59.4 m²,2,yoxdur,94500,AZN,"Yasamal r.,Yasamal q.",40.37184039775104,Bakı,49.79861060104986,3026457,03 Noyabr 2022 ,,
5816,Yeni tikili,9 / 16,50 m²,2,var,105000,AZN,"Şərq bazarı ,Nərimanov r.",40.41934464307053,Bakı,49.92526531219486,3026460,10 Noyabr 2022 ,,
5817,Yeni tikili,4 / 17,148 m²,4,var,450000,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.3813596,Bakı,49.8843435,3026463,03 Noyabr 2022 ,,
5818,Köhnə tikili,3 / 5,45 m²,2,var,152000,AZN,"Nərimanov heykəli ,Sovetski ,Space TV ,Yasamal r.",40.3671729679124,Bakı,49.82176843090392,3026468,03 Noyabr 2022 ,,
5819,Yeni tikili,9 / 17,60 m²,2,var,142000,AZN,"Rusiya səfirliyi ,Sevil Qazıyeva parkı ,Park Zorge ,Nəsimi r.",40.39086689693718,Bakı,49.83215925488224,3026481,03 Noyabr 2022 ,var,var
5820,Köhnə tikili,5 / 5,100 m²,4,var,130000,AZN,"Həzi Aslanov m.,Xətai r.,Əhmədli q.",40.37595887466264,Bakı,49.94820960418417,3026500,06 Oktyabr 2022 ,,
5821,Yeni tikili,5 / 10,38 m²,1,var,67000,AZN,"Yasamal r.,Yeni Yasamal q.",40.38997967528071,Bakı,49.79182426452636,3026514,03 Noyabr 2022 ,,
5822,Yeni tikili,5 / 6,109 m²,3,var,78000,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3026522,03 Noyabr 2022 ,,
5823,Yeni tikili,13 / 15,155 m²,4,yoxdur,397000,AZN,Nərimanov r.,40.4089166,Bakı,49.86399959999994,3026527,04 Oktyabr 2022 ,,
5824,Yeni tikili,17 / 17,86 m²,3,var,136000,AZN,"Xətai r.,Həzi Aslanov q.",40.38873191798482,Bakı,49.95395421981815,3026545,03 Noyabr 2022 ,,
5825,Köhnə tikili,3 / 5,144 m²,4,var,235000,AZN,"Ayna Sultanova heykəli ,Nərimanov r.",40.41394872370371,Bakı,49.846361393518,3026556,11 Oktyabr 2022 ,,
5826,Yeni tikili,16 / 18,55 m²,1,var,75000,AZN,Xətai r.,40.37104456957248,Bakı,49.95549254560103,3026558,07 Oktyabr 2022 ,,
5827,Yeni tikili,9 / 17,110 m²,3,var,209000,AZN,"Qara Qarayev m.,Nizami r.",40.38499730777751,Bakı,49.83810424804688,3026563,17 Oktyabr 2022 ,var,var
5828,Yeni tikili,13 / 18,130 m²,3,var,175000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.39420195215347,Bakı,49.79925067737408,3026576,03 Noyabr 2022 ,,
5829,Yeni tikili,16 / 17,102 m²,2,var,191000,AZN,"Bakmil m.,Nəriman Nərimanov m.,Nərimanov r.",40.40952590477563,Bakı,49.84445571899418,3026585,04 Fevral 2023 ,,
5830,Yeni tikili,9 / 20,166 m²,4,,335000,AZN,"Tibb Universiteti ,Nəsimi r.",40.39232579999999,Bakı,49.82880550000004,3026595,03 Noyabr 2022 ,,
5831,Yeni tikili,13 / 17,130.2 m²,3,yoxdur,273000,AZN,"Azərbaycan turizm institutu ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3026617,03 Noyabr 2022 ,,
5832,Yeni tikili,3 / 16,115 m²,3,yoxdur,159000,AZN,Yasamal r.,40.38373468484185,Bakı,49.81024682521824,3026619,14 Oktyabr 2022 ,,
5833,Köhnə tikili,1 / 5,75 m²,3,var,95000,AZN,"Dərnəgül m.,Binəqədi r.,7-ci mikrorayon q.",40.40210780478213,Bakı,49.85758781433109,3026629,09 Noyabr 2022 ,,
5834,Köhnə tikili,5 / 5,68 m²,3,var,74000,AZN,"Suraxanı r.,Hövsan q.",40.38022955845631,Bakı,50.0920001513237,3026632,03 Noyabr 2022 ,,
5835,Köhnə tikili,2 / 2,75 m²,3,var,248000,AZN,"Mərkəzi Univermaq ,Beşmərtəbə ,Fontanlar bağı ,Səbail r.",40.38855213843042,Bakı,49.87120270729065,3026635,21 Dekabr 2022 ,,
5836,Yeni tikili,22 / 23,155 m²,3,var,235000,AZN,"Tibb Universiteti ,Nəsimi bazarı ,ASAN Xidmət №1 ,Park Zorge ,Nəsimi r.",40.37024250177031,Bakı,49.97394200996779,3026640,18 Noyabr 2022 ,,
5837,Köhnə tikili,2 / 2,55 m²,2,var,39000,AZN,"Binəqədi r.,Sulutəpə q.",40.38499730777751,Bakı,49.83810424804688,3026641,14 Oktyabr 2022 ,,
5838,Yeni tikili,13 / 13,61 m²,2,var,96000,AZN,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.42107777451406,Bakı,49.93940895528721,3026644,03 Noyabr 2022 ,,
5839,Yeni tikili,14 / 17,130 m²,3,var,180000,AZN,"ASAN Xidmət №5 ,Nərimanov r.",40.39203732471822,Bakı,49.84165549278259,3026665,03 Noyabr 2022 ,,
5840,Yeni tikili,5 / 18,115 m²,3,var,308000,AZN,Yasamal r.,40.38613323957885,Bakı,49.82919931411747,3026670,03 Noyabr 2022 ,,
5841,Yeni tikili,16 / 16,68 m²,2,var,130000,AZN,"Səbail r.,Badamdar q.",40.37620916175648,Bakı,49.81580107043555,3026675,03 Noyabr 2022 ,var,var
5842,Yeni tikili,8 / 17,78 m²,3,yoxdur,155000,AZN,"Elmlər Akademiyası m.,Hüseyn Cavid parkı ,Yasamal r.",40.37533198376934,Bakı,49.81793688867354,3026684,02 Dekabr 2022 ,,
5843,Yeni tikili,12 / 16,85.8 m²,2,var,163000,AZN,Oğuz,40.40147073359198,Oğuz,49.86779602877293,3026687,03 Noyabr 2022 ,,
5844,Yeni tikili,7 / 8,200 m²,5,var,740000,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.",40.37916715597149,Bakı,49.88491787736709,3026700,20 Oktyabr 2022 ,,
5845,Köhnə tikili,5 / 5,47 m²,2,var,92000,AZN,"İnşaatçılar m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3026711,03 Noyabr 2022 ,,
5846,Yeni tikili,11 / 19,110 m²,3,var,169000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.37024250177031,Bakı,49.97394200996779,3026729,02 Noyabr 2022 ,var,var
5847,Köhnə tikili,1 / 2,40 m²,2,var,68000,AZN,"İçəri Şəhər m.,Qubernator parkı ,Dövlət İdarəçilik Akademiyası ,Prezident parkı ,İqsadiyyat Universiteti ,Axundov bağı ,İçəri Şəhər ,M.Ə.Sabir parkı ,Azneft meydanı ,Şəlalə parkı ,Yasamal r.",40.36583467769312,Bakı,49.83160418686385,3026730,17 Dekabr 2022 ,,
5848,Yeni tikili,17 / 20,196 m²,4,var,550000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.40441175155707,Bakı,49.86737251281738,3026732,06 Mart 2023 ,,
5849,Yeni tikili,11 / 18,151 m²,4,var,325000,AZN,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,Sirk ,28 May m.,Nəsimi r.",40.38229224197585,Bakı,49.84386563301086,3026743,06 Dekabr 2022 ,,
5850,Yeni tikili,5 / 16,74 m²,1,yoxdur,73000,AZN,Nizami r.,40.39203732471822,Bakı,49.84165549278259,3026749,03 Noyabr 2022 ,,
5851,Yeni tikili,10 / 11,56 m²,2,var,86000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39414959485713,Bakı,49.7993946075439,3026752,19 Oktyabr 2022 ,,
5852,Yeni tikili,3 / 20,135 m²,4,var,330000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.41932422288878,Bakı,49.92522239685059,3026753,07 Noyabr 2022 ,,
5853,Köhnə tikili,4 / 9,55 m²,3,var,93000,AZN,"Xətai r.,Həzi Aslanov q.",40.3807186,Bakı,49.92525120000005,3026759,03 Noyabr 2022 ,var,var
5854,Yeni tikili,15 / 24,192 m²,4,var,250000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.39203732471822,Bakı,49.84165549278259,3026760,07 Oktyabr 2022 ,,
5855,Yeni tikili,11 / 17,127 m²,3,var,285000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Nərimanov r.",40.38499730777751,Bakı,49.83810424804688,3026767,03 Noyabr 2022 ,var,var
5856,Köhnə tikili,5 / 7,75 m²,3,var,167000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.39203732471822,Bakı,49.84165549278259,3026771,18 Oktyabr 2022 ,,
5857,Yeni tikili,4 / 16,145 m²,3,var,260000,AZN,"Bakı Dövlət Universiteti ,Elmlər Akademiyası m.,Yasamal r.",40.41932422288878,Bakı,49.92522239685059,3026789,03 Noyabr 2022 ,,
5858,Köhnə tikili,2 / 5,55 m²,2,var,85000,AZN,"20 Yanvar m.,Nəsimi r.",40.37649764183499,Bakı,49.84163403511051,3026791,03 Noyabr 2022 ,,
5859,Yeni tikili,10 / 20,139 m²,3,yoxdur,235000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.39203732471822,Bakı,49.84165549278259,3026800,03 Noyabr 2022 ,,
5860,Yeni tikili,6 / 16,116 m²,2,var,235000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39213743561501,Bakı,49.86361860307852,3026819,08 Oktyabr 2022 ,,
5861,Yeni tikili,10 / 16,171 m²,3,yoxdur,291000,AZN,"Zabitlər parkı ,Sirk ,Nizami m.,Nəsimi r.,Kubinka q.",40.38263869679305,Bakı,49.83440612473213,3026826,03 Noyabr 2022 ,,
5862,Yeni tikili,15 / 20,75 m²,2,var,95000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39311895750288,Bakı,49.7927446726532,3026830,03 Noyabr 2022 ,,
5863,Yeni tikili,12 / 19,120 m²,3,yoxdur,265000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.39483556634566,Bakı,49.80657879685715,3026832,21 Oktyabr 2022 ,,
5864,Yeni tikili,4 / 12,140 m²,4,var,145000,AZN,"Yasamal r.,Yeni Yasamal q.",40.39414959485713,Bakı,49.7993946075439,3026837,16 Noyabr 2022 ,,
5865,Yeni tikili,12 / 19,103 m²,2,yoxdur,145000,AZN,"Yasamal r.,Yasamal q.",40.39674358495527,Bakı,49.80705520058354,3026842,02 Fevral 2023 ,,
5866,Köhnə tikili,1 / 5,75 m²,3,var,128000,AZN,"Dostluq kinoteatrı ,Koala parkı ,Zoopark ,Nəsimi bazarı ,Nəsimi r.",40.39159171049193,Bakı,49.84402445562988,3026847,03 Noyabr 2022 ,,
5867,Köhnə tikili,3 / 5,58 m²,2,var,85000,AZN,"20 Yanvar m.,Nəsimi r.,1-ci mikrorayon q.",40.38257828125999,Bakı,49.80385780334476,3026863,03 Noyabr 2022 ,,
5868,Yeni tikili,18 / 20,92 m²,3,var,195000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38725280829236,Bakı,49.8708164691925,3026864,03 Yanvar 2023 ,,
5869,Köhnə tikili,8 / 9,70 m²,3,var,92000,AZN,"Xətai r.,Əhmədli q.",40.36599413342892,Bakı,49.96486937733055,3026866,03 Noyabr 2022 ,var,var
5870,Yeni tikili,7 / 7,90 m²,4,var,75000,AZN,"Suraxanı r.,Hövsan q.",40.38002840251183,Bakı,50.06890296936035,3026870,03 Noyabr 2022 ,,
5871,Yeni tikili,5 / 17,160 m²,4,yoxdur,208000,AZN,"Səbail r.,Badamdar q.",40.35513079284016,Bakı,49.80393868413079,3026876,03 Noyabr 2022 ,,
5872,Yeni tikili,10 / 12,80 m²,2,var,125000,AZN,"İnşaatçılar m.,Yasamal r.,Yeni Yasamal q.",40.38893875735896,Bakı,49.7942151338054,3026887,03 Noyabr 2022 ,,
5873,Yeni tikili,10 / 18,45 m²,2,yoxdur,88000,AZN,"Şərq bazarı ,28 May m.,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,3026895,14 Noyabr 2022 ,,
5874,Köhnə tikili,1 / 5,50 m²,2,yoxdur,85000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.37998753828459,Bakı,49.85486268997196,3026900,03 Noyabr 2022 ,,
5875,Köhnə tikili,5 / 5,90 m²,3,var,175000,AZN,"Tibb Universiteti ,ASAN Xidmət №1 ,Nəsimi r.",40.40210780478213,Bakı,49.85758781433109,3026923,12 Noyabr 2022 ,,
5876,Köhnə tikili,3 / 5,40 m²,2,var,85000,AZN,"20 Yanvar m.,Yasamal r.",40.37998753828459,Bakı,49.85486268997196,3026933,03 Noyabr 2022 ,,
5877,Yeni tikili,3 / 13,78 m²,2,var,105000,AZN,"Suraxanı r.,Qaraçuxur q.",40.38873191798482,Bakı,49.95395421981815,3026934,04 Dekabr 2022 ,,
5878,Yeni tikili,10 / 15,110 m²,2,var,120000,AZN,"Neftçilər m.,Nizami r.",40.39270174045908,Bakı,49.83329557619629,3026937,03 Noyabr 2022 ,yoxdur,var
5879,Yeni tikili,3 / 17,170 m²,4,var,400000,AZN,"Səməd Vurğun parkı ,Port Baku ,28 May m.,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,3026940,03 Noyabr 2022 ,,
5880,Yeni tikili,7 / 16,77 m²,2,var,130000,AZN,"Tibb Universiteti ,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,3026942,03 Noyabr 2022 ,,
5881,Köhnə tikili,9 / 9,60 m²,2,var,110000,AZN,Səbail r.,40.40027766320492,Bakı,49.84006762504578,3026948,03 Noyabr 2022 ,,
5882,Yeni tikili,12 / 16,103 m²,3,var,180000,AZN,"İnşaatçılar m.,Yasamal r.",40.38264366149726,Bakı,49.80834245681766,3026951,03 Noyabr 2022 ,var,var
5883,Yeni tikili,10 / 17,97.6 m²,2,yoxdur,214720,AZN,"Tibb Universiteti ,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,3026959,03 Noyabr 2022 ,,
5884,Yeni tikili,12 / 16,116 m²,3,yoxdur,197000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39205366748811,Bakı,49.84065234661102,3026963,01 Noyabr 2022 ,,
5885,Yeni tikili,5 / 20,160 m²,3,yoxdur,310000,AZN,"Səməd Vurğun parkı ,28 May m.,Nəsimi r.",40.38264366149726,Bakı,49.87209320068359,3026971,04 Dekabr 2022 ,,
5886,Yeni tikili,8 / 17,126 m²,3,var,174000,AZN,"Həzi Aslanov m.,Xətai r.",40.37309747519567,Bakı,49.95346069335938,3026974,15 Noyabr 2022 ,,
5887,Yeni tikili,8 / 15,117 m²,3,var,145000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.39026819642278,Bakı,49.95772004127506,3026977,03 Noyabr 2022 ,,
5888,Köhnə tikili,1 / 9,55 m²,3,var,110000,AZN,"Yasamal r.,Yasamal q.",40.38879990741593,Bakı,49.81536955331404,3026984,03 Noyabr 2022 ,var,var
5889,Yeni tikili,16 / 17,79 m²,2,yoxdur,136000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.39203732471822,Bakı,49.84165549278259,3026989,07 Oktyabr 2022 ,,
5890,Köhnə tikili,3 / 5,41 m²,2,var,104000,AZN,"Rəssamlıq Akademiyası ,Nərimanov r.",40.39860221234757,Bakı,49.87770002288871,3026990,03 Noyabr 2022 ,,
5891,Yeni tikili,18 / 19,127 m²,3,var,190000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40210780478213,Bakı,49.85758781433109,3026997,28 Oktyabr 2022 ,,
5892,Yeni tikili,13 / 18,232 m²,4,var,495000,AZN,"Port Baku ,Cavanşir körpüsü ,Nəsimi r.",40.40441175155707,Bakı,49.86737251281738,3026998,26 Dekabr 2022 ,,
5893,Yeni tikili,14 / 14,127 m²,4,var,127000,AZN,Binəqədi r.,40.4750302,Bakı,49.82237950000001,3027000,18 Noyabr 2022 ,,
5894,Köhnə tikili,3 / 5,52 m²,2,var,86000,AZN,"20 Yanvar m.,Memar Əcəmi m.,Nəsimi r.,1-ci mikrorayon q.",40.39197603929571,Bakı,49.80684041976929,3027001,03 Noyabr 2022 ,,
5895,Yeni tikili,2 / 16,140 m²,4,var,355000,AZN,"Elmlər Akademiyası m.,İncəsənət və Mədəniyyət Un. ,Yasamal r.,Yasamal q.",40.37736657009608,Bakı,49.81594147456472,3027007,03 Noyabr 2022 ,,
5896,Yeni tikili,16 / 19,158 m²,3,var,348500,AZN,"TQDK ,Gənclik m.,Nərimanov r.",40.36942330420567,Bakı,49.82101321220402,3027016,11 Mart 2023 ,var,var
5897,Yeni tikili,3 / 19,80 m²,2,var,108000,AZN,"Memar Əcəmi m.,Binəqədi r.,9-cu mikrorayon q.",40.41867485787588,Bakı,49.81099247932434,3027021,06 Oktyabr 2022 ,var,var
5898,Yeni tikili,15 / 17,129 m²,3,var,238000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3027030,03 Noyabr 2022 ,,
5899,Yeni tikili,8 / 14,123 m²,3,var,220000,AZN,"Xətai r.,Əhmədli q.",40.41913797142315,Bakı,49.92514979797704,3027031,03 Noyabr 2022 ,var,var
5900,Yeni tikili,8 / 10,101 m²,2,yoxdur,175000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nəsimi r.",40.40952590477563,Bakı,49.84445571899418,3027036,04 Dekabr 2022 ,,
5901,Yeni tikili,15 / 16,140 m²,4,var,224000,AZN,"Təhsil Nazirliyi ,Nərimanov r.",40.39205366748811,Bakı,49.84065234661102,3027046,09 Oktyabr 2022 ,,
5902,Yeni tikili,7 / 20,220 m²,4,var,775000,AZN,"Port Baku ,Səməd Vurğun parkı ,Azadlıq meydanı ,Səbail r.",40.37620916175648,Bakı,49.81580107043555,3027049,02 Yanvar 2023 ,,
5903,Köhnə tikili,2 / 5,65 m²,2,var,168000,AZN,"Malokan bağı ,Pedaqoji Universiteti ,Sahil bağı ,Nizami kinoteatrı ,Milli Konservatoriya ,Sahil m.,Bakı Musiqi Akademiyası ,Neft Akademiyası ,28 May m.,Nəsimi r.",40.37464067499388,Bakı,49.84687285992435,3027053,05 Oktyabr 2022 ,,
5904,Yeni tikili,1 / 5,70 m²,3,yoxdur,56000,AZN,"Abşeron r.,Masazır q.",40.48612628528655,Bakı,49.76892471313477,3027055,03 Noyabr 2022 ,,
5905,Yeni tikili,10 / 12,86 m²,3,var,149000,AZN,Binəqədi r.,40.4750302,Bakı,49.82237950000001,3027061,18 Noyabr 2022 ,var,var
5906,Yeni tikili,17 / 17,64 m²,2,var,78000,AZN,"Əhmədli m.,Xətai r.,Əhmədli q.",40.38540451263957,Bakı,49.95377272747807,3027063,03 Noyabr 2022 ,,
5907,Köhnə tikili,4 / 9,55 m²,2,var,82000,AZN,"Xətai r.,Həzi Aslanov q.",40.38873191798482,Bakı,49.95395421981815,3027068,03 Noyabr 2022 ,,
5908,Köhnə tikili,8 / 9,70 m²,3,var,139000,AZN,"İnşaatçılar m.,Yasamal r.",40.37660389427779,Bakı,49.8131650686264,3027071,07 Oktyabr 2022 ,,
5909,Yeni tikili,10 / 16,105 m²,3,yoxdur,180000,AZN,"Qara Qarayev m.,Nizami r.",40.40210780478213,Bakı,49.85758781433109,3027073,12 Fevral 2023 ,,
5910,Yeni tikili,14 / 15,365 m²,7,var,590000,AZN,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Nəsimi r.",40.38610055116166,Bakı,49.84715938568115,3027074,03 Noyabr 2022 ,,
5911,Yeni tikili,4 / 16,128 m²,4,var,170000,AZN,Xətai r.,40.40152503521376,Bakı,49.86131862059725,3027078,21 Noyabr 2022 ,,
5912,Yeni tikili,14 / 19,104 m²,3,yoxdur,177000,AZN,"İnşaatçılar m.,Yasamal r.",40.40210780478213,Bakı,49.85758781433109,3027079,03 Noyabr 2022 ,,
5913,Yeni tikili,11 / 14,180 m²,4,,420000,AZN,"Axundov bağı ,Nərimanov heykəli ,Sovetski ,Dövlət İdarəçilik Akademiyası ,Prezident parkı ,İqsadiyyat Universiteti ,Qubernator parkı ,İçəri Şəhər m.,Səbail r.",40.36808529678336,Bakı,49.82706318298681,3027080,14 Yanvar 2023 ,,
5914,Yeni tikili,2 / 16,80 m²,3,var,131000,AZN,"Xətai r.,Həzi Aslanov q.",40.39298300258589,Bakı,49.95403544813546,3027083,03 Noyabr 2022 ,,
5915,Yeni tikili,12 / 20,136 m²,3,var,320000,AZN,"Cavanşir körpüsü ,Şah İsmayıl Xətai m.,Xətai r.",40.38393649913722,Bakı,49.82891160497888,3027084,03 Noyabr 2022 ,var,var
5916,Yeni tikili,5 / 12,56 m²,2,var,90000,AZN,"Yasamal r.,Yeni Yasamal q.",40.37224994422943,Bakı,49.83342432222912,3027093,03 Noyabr 2022 ,var,var
5917,Yeni tikili,7 / 8,82 m²,2,yoxdur,160000,AZN,"Tibb Universiteti ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,3027097,04 Yanvar 2023 ,,
5918,Yeni tikili,9 / 17,50 m²,2,var,95000,AZN,"Suraxanı r.,Yeni Günəşli q.",40.40554735588255,Bakı,49.87506508827209,3027098,03 Noyabr 2022 ,var,var
5919,Yeni tikili,12 / 17,182 m²,4,var,323000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3027106,03 Noyabr 2022 ,,
5920,Köhnə tikili,3 / 16,110 m²,3,var,133000,AZN,"Qara Qarayev m.,Nizami r.",40.41654513827108,Bakı,49.9396201820923,3027120,03 Noyabr 2022 ,,
