,Kateqoriya,Mərtəbə,Sahə,Otaq sayı,Çıxarış,price,price-cur,locations,latitude,city,longitude,id,date,Təmir,İpoteka
22,Köhnə tikili,4 / 5,75 m²,3,,125000,AZN,"Binəqədi r.,7-ci mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,3000106,18 Oktyabr 2022 ,,
23,Yeni tikili,3 / 7,87 m²,3,,71000,AZN,"Abşeron r.,Masazır q.",40.4941744317752,Bakı,49.76007521407585,3000109,18 Oktyabr 2022 ,,
24,Köhnə tikili,9 / 9,100 m²,5,var,110000,AZN,"Xətai r.,Həzi Aslanov q.",40.3807186,Bakı,49.92525120000005,3000112,18 Oktyabr 2022 ,,
25,Yeni tikili,14 / 16,50 m²,2,,110000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,3000120,24 Dekabr 2022 ,,
26,Köhnə tikili,9 / 9,87.5 m²,2,var,125500,AZN,"Nəsimi r.,4-cü mikrorayon q.",40.41231993928577,Bakı,49.80468273982037,3000121,20 Noyabr 2022 ,,
27,Yeni tikili,10 / 17,230 m²,4,,365000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3000125,04 Noyabr 2022 ,,
28,Yeni tikili,9 / 16,45 m²,1,var,107000,AZN,"28 May m.,Neft Akademiyası ,Bakı Musiqi Akademiyası ,Səməd Vurğun parkı ,Milli Konservatoriya ,Nərimanov r.",40.37986494545423,Bakı,49.84853267669678,3000128,18 Oktyabr 2022 ,,
29,Yeni tikili,18 / 20,94 m²,3,,195000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.3843596,Bakı,49.87381000000005,3000130,18 Oktyabr 2022 ,,
30,Köhnə tikili,2 / 5,34 m²,1,,76000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.4157710168948,Bakı,49.81499865115581,3000137,18 Oktyabr 2022 ,,
31,Yeni tikili,9 / 17,120 m²,3,,217000,AZN,"Montin bazarı ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3000141,01 Oktyabr 2022 ,,
32,Yeni tikili,10 / 15,83 m²,2,,150000,AZN,"Xətai r.,Həzi Aslanov q.",40.3807186,Bakı,49.92525120000005,3000147,18 Oktyabr 2022 ,,
33,Köhnə tikili,5 / 5,45 m²,2,,50000,AZN,Sumqayıt,40.60220966359696,Sumqayıt,49.64804138148667,3000152,18 Oktyabr 2022 ,,
34,Yeni tikili,14 / 17,90 m²,3,,205000,AZN,"Nəsimi bazarı ,Park Zorge ,Koala parkı ,Nəsimi r.",40.42527440160644,Bakı,49.85134363174438,3000155,18 Oktyabr 2022 ,,
35,Köhnə tikili,1 / 9,80 m²,4,var,116000,AZN,"Əhmədli m.,Xətai r.,Əhmədli q.",40.37613086332457,Bakı,49.91559462210881,3000163,19 Noyabr 2022 ,,
36,Yeni tikili,3 / 18,92 m²,2,,186500,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.40718945487256,Bakı,49.81836318969727,3000180,18 Noyabr 2022 ,,
37,Köhnə tikili,3 / 9,40 m²,2,,65000,AZN,"Xalqlar Dostluğu m.,Xətai r.,Əhmədli q.",40.39968476091122,Bakı,49.94952532143708,3000184,19 Oktyabr 2022 ,,
38,Yeni tikili,11 / 12,57 m²,2,,78000,AZN,Qaradağ r.,40.30993802049373,Bakı,49.74146935880666,3000201,19 Oktyabr 2022 ,,
39,Köhnə tikili,1 / 5,58 m²,2,,77000,AZN,"Memar Əcəmi m.,Nəsimi r.",40.42463128324992,Bakı,49.82827342647775,3000219,24 Sentyabr 2022 ,,
40,Yeni tikili,15 / 16,117.5 m²,3,,255000,AZN,Nərimanov r.,40.4089166,Bakı,49.86399959999994,3000221,19 Oktyabr 2022 ,,
41,Köhnə tikili,2 / 2,56 m²,2,,80000,AZN,"Binəqədi r.,M.Ə.Rəsulzadə q.",40.4339581,Bakı,49.83662379999998,3000222,19 Oktyabr 2022 ,,
42,Yeni tikili,2 / 12,92 m²,3,,169000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42646832971582,Bakı,49.84398112963868,3000235,19 Oktyabr 2022 ,,
43,Yeni tikili,4 / 16,106 m²,3,,260000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,Nəsimi bazarı ,Nəsimi r.",40.39677903900652,Bakı,49.83575778576663,3000244,15 Oktyabr 2022 ,,
44,Yeni tikili,11 / 16,140 m²,4,,150000,AZN,Abşeron r.,40.45511190000001,Xırdalan,49.74459389999993,3000250,19 Oktyabr 2022 ,,
45,Köhnə tikili,2 / 9,55 m²,2,,73500,AZN,"Suraxanı r.,Yeni Günəşli q.",40.38395801295385,Bakı,49.97983082359229,3000253,19 Oktyabr 2022 ,,
46,Köhnə tikili,8 / 8,60 m²,2,,118000,AZN,"Sovetski ,Nərimanov heykəli ,Yasamal r.",40.36822884896801,Bakı,49.813362210989,3000258,04 Oktyabr 2022 ,,
47,Köhnə tikili,4 / 9,82 m²,3,,130000,AZN,"Əhmədli m.,Xətai r.",40.36822884896801,Bakı,49.813362210989,3000260,28 Sentyabr 2022 ,,
48,Köhnə tikili,5 / 5,65 m²,3,,105000,AZN,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.41019578104481,Bakı,49.94320392608643,3000272,27 Dekabr 2022 ,,
49,Yeni tikili,4 / 10,70 m²,2,,117000,AZN,"ASAN Xidmət №1 ,TQDK ,Nəsimi bazarı ,Nəsimi r.",40.39796181991337,Bakı,49.8393312802966,3000276,19 Oktyabr 2022 ,,
50,Köhnə tikili,3 / 9,60 m²,2,,107000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.42793349999999,Bakı,49.81359980000002,3000287,19 Oktyabr 2022 ,,
51,Yeni tikili,13 / 16,134 m²,3,,165000,AZN,"Suraxanı r.,Qaraçuxur q.",40.38499730777751,Bakı,49.83810424804688,3000297,06 Oktyabr 2022 ,,
52,Köhnə tikili,1 / 9,60 m²,2,,95000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.42793349999999,Bakı,49.81359980000002,3000301,19 Oktyabr 2022 ,,
53,Yeni tikili,15 / 20,154 m²,4,,232000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.42527440160644,Bakı,49.85134363174438,3000308,19 Oktyabr 2022 ,,
54,Köhnə tikili,1 / 5,80 m²,3,,125000,AZN,"Sabunçu r.,Bakıxanov q.",40.41506433016008,Bakı,49.96858546860277,3000315,19 Oktyabr 2022 ,,
55,Köhnə tikili,1 / 5,57 m²,2,,67000,AZN,"Nizami r.,8-ci kilometr q.",40.40553291262841,Bakı,49.9570362036692,3000325,29 Sentyabr 2022 ,,
56,Yeni tikili,5 / 17,60 m²,2,yoxdur,118000,AZN,"Tibb Universiteti ,ASAN Xidmət №1 ,Nəsimi r.",40.39989258617802,Bakı,49.83979431395813,3000332,09 Dekabr 2022 ,,
57,Köhnə tikili,1 / 9,77 m²,3,,120000,AZN,"Bakı Dövlət Universiteti ,Yasamal r.",40.38525881895442,Bakı,49.85801696777344,3000342,19 Oktyabr 2022 ,,
58,Yeni tikili,3 / 17,72 m²,2,,145000,AZN,"Qara Qarayev m.,Nizami r.",40.38873191798482,Bakı,49.95395421981815,3000344,18 Noyabr 2022 ,,
59,Köhnə tikili,4 / 9,92 m²,3,,165000,AZN,"Şəhidlər xiyabanı ,Yasamal r.",40.3863886681378,Bakı,49.80817391355895,3000353,19 Oktyabr 2022 ,,
60,Yeni tikili,9 / 19,105 m²,3,var,138000,AZN,"İnşaatçılar m.,Yasamal r.",40.39980377915154,Bakı,49.86642837524414,3000355,10 Dekabr 2022 ,,
61,Köhnə tikili,7 / 10,110 m²,4,,245000,AZN,"İncəsənət və Mədəniyyət Un. ,Elmlər Akademiyası m.,Yasamal r.",40.3863886681378,Bakı,49.80817391355895,3000357,19 Oktyabr 2022 ,,
62,Yeni tikili,14 / 16,71 m²,1,,85000,AZN,"Avtovağzal m.,Binəqədi r.,Biləcəri q.",40.42134255321898,Bakı,49.79434202322889,3000364,19 Oktyabr 2022 ,,
63,Yeni tikili,12 / 18,90 m²,2,,180000,AZN,"Qara Qarayev m.,Nizami r.",40.38873191798482,Bakı,49.95395421981815,3000370,03 Fevral 2023 ,,
64,Yeni tikili,7 / 16,55 m²,2,,90000,AZN,"Həzi Aslanov m.,Xətai r.",40.39026819642278,Bakı,49.95772004127506,3000379,19 Oktyabr 2022 ,,
65,Yeni tikili,18 / 21,140 m²,3,var,420000,AZN,"Nizami m.,Beşmərtəbə ,Yasamal r.",40.37957159768438,Bakı,49.83156913493153,3000382,19 Noyabr 2022 ,,
66,Yeni tikili,4 / 15,148 m²,3,yoxdur,213000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,3000383,19 Oktyabr 2022 ,,
67,Yeni tikili,11 / 11,36 m²,1,,38500,AZN,Xırdalan,40.45511190000001,Xırdalan,49.74459389999993,3000386,19 Oktyabr 2022 ,,
68,Yeni tikili,4 / 16,95.2 m²,3,,160000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3000389,19 Oktyabr 2022 ,,
69,Yeni tikili,11 / 18,118 m²,3,,143000,AZN,"Yasamal r.,Yeni Yasamal q.",40.38499730777751,Bakı,49.84222412109375,3000393,19 Oktyabr 2022 ,,
70,Yeni tikili,8 / 16,98 m²,2,,180000,AZN,"Qara Qarayev m.,Nizami r.",40.38873191798482,Bakı,49.95395421981815,3000398,18 Noyabr 2022 ,,
71,Yeni tikili,5 / 5,54 m²,2,,45000,AZN,"Abşeron r.,Masazır q.",40.49185094555289,Bakı,49.75366323871008,3000408,19 Oktyabr 2022 ,,
72,Yeni tikili,11 / 12,107 m²,3,,137000,AZN,"Qara Qarayev m.,Nizami r.",40.39816149998397,Bakı,49.84086155891422,3000420,29 Oktyabr 2022 ,,
73,Yeni tikili,18 / 27,150 m²,3,,360000,AZN,Yasamal r.,40.37620916175648,Bakı,49.81580107043555,3000431,14 Oktyabr 2022 ,,
74,Yeni tikili,13 / 16,98 m²,3,yoxdur,208000,AZN,"Qara Qarayev m.,Nizami r.",40.38873191798482,Bakı,49.95395421981815,3000437,03 Mart 2023 ,,
75,Yeni tikili,14 / 17,70 m²,2,var,121000,AZN,"Həzi Aslanov m.,Xətai r.,Həzi Aslanov q.",40.38781667161964,Bakı,49.85220193862915,3000440,19 Oktyabr 2022 ,,
76,Yeni tikili,8 / 18,102 m²,2,,163200,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.3863886681378,Bakı,49.80817391355895,3000448,19 Oktyabr 2022 ,,
77,Yeni tikili,13 / 17,116 m²,3,,295000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3000449,19 Oktyabr 2022 ,,
78,Yeni tikili,2 / 20,60 m²,2,var,101000,AZN,Xətai r.,40.39989258617802,Bakı,49.83979431395813,3000459,19 Oktyabr 2022 ,,
79,Yeni tikili,15 / 17,216 m²,4,,645000,AZN,"M.Hüseynzadə parkı ,Sevil Qazıyeva parkı ,Nizami m.,Yasamal r.",40.40554735588255,Bakı,49.87506508827209,3000470,19 Oktyabr 2022 ,,
80,Yeni tikili,14 / 14,72 m²,2,,125000,AZN,Nərimanov r.,40.40165027405231,Bakı,49.86080646514893,3000475,19 Oktyabr 2022 ,,
81,Yeni tikili,11 / 17,60 m²,2,var,93000,AZN,"Neftçilər m.,Nizami r.",40.39816149998397,Bakı,49.84086155891422,3000481,05 Noyabr 2022 ,,
82,Köhnə tikili,2 / 9,80 m²,3,,125000,AZN,Xətai r.,40.37104456957248,Bakı,49.95549254560103,3000489,19 Oktyabr 2022 ,,
83,Yeni tikili,6 / 6,75 m²,3,,68000,AZN,"Abşeron r.,Masazır q.",40.38873191798482,Bakı,49.95395421981815,3000493,19 Oktyabr 2022 ,,
84,Yeni tikili,4 / 9,57 m²,2,var,76000,AZN,Abşeron r.,40.37005679625383,Xırdalan,49.82993423938751,3000494,19 Oktyabr 2022 ,,
85,Köhnə tikili,2 / 5,41 m²,2,,83000,AZN,"İnşaatçılar m.,Yasamal r.,Yasamal q.",40.39408422578834,Bakı,49.80179786682129,3000496,16 Oktyabr 2022 ,,
86,Yeni tikili,9 / 17,106 m²,3,,250000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3000500,19 Oktyabr 2022 ,,
87,Köhnə tikili,2 / 4,64 m²,2,,218000,AZN,"Azərbaycan kinoteatrı ,Fontanlar bağı ,Xalça Muzeyi ,M.Ə.Sabir parkı ,İçəri Şəhər ,Mərkəzi Univermaq ,Sahil m.,İçəri Şəhər m.,Səbail r.",40.37738239264175,Bakı,49.82495069503784,3000510,07 Noyabr 2022 ,,
88,Yeni tikili,15 / 17,144 m²,3,,348000,AZN,"Koala parkı ,Dostluq kinoteatrı ,Nəsimi bazarı ,Park Zorge ,Nəsimi r.",40.39205366748811,Bakı,49.84065234661102,3000513,28 Yanvar 2023 ,,
89,Köhnə tikili,8 / 9,120 m²,5,,140900,AZN,"Neapol dairəsi ,Xətai r.",40.37104456957248,Bakı,49.95549254560103,3000514,25 Oktyabr 2022 ,,
90,Yeni tikili,15 / 18,94 m²,3,,230000,AZN,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,28 May m.,Nəsimi r.",40.38525881895442,Bakı,49.85801696777344,3000515,19 Oktyabr 2022 ,,
91,Yeni tikili,12 / 13,68 m²,2,,108000,AZN,"Qara Qarayev m.,Nizami r.",40.3863886681378,Bakı,49.80817391355895,3000518,19 Oktyabr 2022 ,,
92,Köhnə tikili,2 / 5,75 m²,3,,165000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.39203732471822,Bakı,49.84165549278259,3000520,18 Dekabr 2022 ,,
93,Köhnə tikili,2 / 9,50 m²,2,,86000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.37660389427779,Bakı,49.8131650686264,3000524,19 Oktyabr 2022 ,,
94,Yeni tikili,9 / 17,83.1 m²,2,var,145000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nəsimi r.",40.40554735588255,Bakı,49.87506508827209,3000535,18 Noyabr 2022 ,,
95,Yeni tikili,3 / 18,100 m²,3,,170000,AZN,"Yasamal bazarı ,İnşaatçılar m.,Yasamal r.",40.38873191798482,Bakı,49.95395421981815,3000538,18 Dekabr 2022 ,,
96,Köhnə tikili,1 / 4,55 m²,2,,126000,AZN,"Axundov bağı ,İqsadiyyat Universiteti ,Dövlət İdarəçilik Akademiyası ,İçəri Şəhər m.,Prezident parkı ,Sovetski ,Qubernator parkı ,M.Ə.Sabir parkı ,Nərimanov heykəli ,Səbail r.",40.39816149998397,Bakı,49.84086155891422,3000540,29 Sentyabr 2022 ,,
97,Köhnə tikili,5 / 5,34 m²,1,,65000,AZN,"Neftçi bazası ,Nərimanov r.",40.38264366149726,Bakı,49.87209320068359,3000541,19 Oktyabr 2022 ,,
98,Yeni tikili,16 / 17,98 m²,3,,129000,AZN,"Həzi Aslanov m.,Xətai r.,Köhnə Günəşli q.",40.39989258617802,Bakı,49.83979431395813,3000542,19 Oktyabr 2022 ,,
99,Yeni tikili,9 / 16,145 m²,3,,230000,AZN,"Zərifə Əliyeva adına park ,Binəqədi r.",40.37224994422943,Bakı,49.83342432222912,3000545,19 Oktyabr 2022 ,,
100,Yeni tikili,10 / 14,114 m²,3,,187000,AZN,"Binəqədi r.,8-ci mikrorayon q.",40.3863886681378,Bakı,49.80817391355895,3000549,13 Oktyabr 2022 ,,
101,Yeni tikili,10 / 18,83 m²,3,,184000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3000550,04 Fevral 2023 ,,
102,Yeni tikili,11 / 15,136 m²,3,,295000,AZN,"Rəssamlıq Akademiyası ,Nəriman Nərimanov parkı ,Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3000565,19 Oktyabr 2022 ,,
103,Köhnə tikili,8 / 9,85 m²,3,var,123500,AZN,Yasamal r.,40.37862575802446,Bakı,49.83980533468834,3000566,19 Oktyabr 2022 ,,
104,Köhnə tikili,4 / 5,60 m²,2,,138000,AZN,"Texniki Universiteti ,Space TV ,Memarlıq və İnşaat Universiteti ,Hüseyn Cavid parkı ,Elmlər Akademiyası m.,Yasamal r.",40.36897235561476,Bakı,49.81641665647054,3000569,19 Oktyabr 2022 ,,
105,Yeni tikili,13 / 16,131 m²,3,,280000,AZN,"ASAN Xidmət №1 ,TQDK ,Nəsimi bazarı ,Nəsimi r.",40.37005679625383,Bakı,49.82993423938751,3000571,19 Oktyabr 2022 ,,
106,Yeni tikili,17 / 17,120 m²,3,,160000,AZN,"Nizami r.,8-ci kilometr q.",40.41393134886769,Bakı,49.94170963007977,3000575,19 Oktyabr 2022 ,,
107,Köhnə tikili,3 / 9,80 m²,3,,137000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.42793349999999,Bakı,49.81359980000002,3000581,19 Oktyabr 2022 ,,
108,Yeni tikili,13 / 13,55 m²,2,,54000,AZN,"Xətai r.,Həzi Aslanov q.",40.36822884896801,Bakı,49.813362210989,3000582,19 Oktyabr 2022 ,,
109,Yeni tikili,7 / 18,142 m²,3,,195000,AZN,"Səbail r.,Badamdar q.",40.37024250177031,Bakı,49.97394200996779,3000583,21 Oktyabr 2022 ,,
110,Köhnə tikili,3 / 5,75 m²,3,,180000,AZN,"Dostluq kinoteatrı ,Koala parkı ,Park Zorge ,Nəsimi r.",40.3861741000781,Bakı,49.85149383544922,3000588,12 Fevral 2023 ,,
111,Yeni tikili,9 / 13,118 m²,3,var,137000,AZN,Abşeron r.,40.37005679625383,Xırdalan,49.82993423938751,3000589,19 Oktyabr 2022 ,,
112,Yeni tikili,13 / 17,68 m²,3,var,145000,AZN,"Qara Qarayev m.,Nizami r.,8-ci kilometr q.",40.41740061397397,Bakı,49.92777585983276,3000595,19 Oktyabr 2022 ,,
113,Yeni tikili,11 / 16,94 m²,3,,170000,AZN,Nərimanov r.,40.4089166,Bakı,49.86399959999994,3000614,19 Oktyabr 2022 ,,
114,Yeni tikili,21 / 23,90 m²,2,,78000,AZN,"Yasamal r.,Yasamal q.",40.41082277366399,Bakı,49.80035062062916,3000615,19 Oktyabr 2022 ,,
115,Yeni tikili,9 / 17,114 m²,3,,255000,AZN,"Hüseyn Cavid parkı ,Texniki Universiteti ,Elmlər Akademiyası m.,Yasamal r.",40.39203732471822,Bakı,49.84165549278259,3000616,19 Oktyabr 2022 ,,
116,Yeni tikili,13 / 18,86 m²,3,var,171900,AZN,"Bakı Dövlət Universiteti ,Elmlər Akademiyası m.,Yasamal r.",40.37024250177031,Bakı,49.97394200996779,3000618,06 Noyabr 2022 ,var,var
117,Yeni tikili,16 / 19,123 m²,3,,265000,AZN,"Şah İsmayıl Xətai m.,Xətai r.,Ağ şəhər q.",40.38856031023877,Bakı,49.87125635147095,3000619,19 Oktyabr 2022 ,,
118,Köhnə tikili,1 / 5,50 m²,2,,80000,AZN,Binəqədi r.,40.47369535977774,Bakı,49.82554569843943,3000627,19 Oktyabr 2022 ,,
119,Yeni tikili,2 / 15,120 m²,3,,255000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.39203732471822,Bakı,49.84165549278259,3000632,10 Oktyabr 2022 ,,
120,Yeni tikili,11 / 17,58 m²,2,,125000,AZN,"Azərbaycan turizm institutu ,Nərimanov r.",40.38499730777751,Bakı,49.83810424804688,3000636,19 Oktyabr 2022 ,,
121,Yeni tikili,3 / 18,111 m²,2,,180000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3000638,19 Oktyabr 2022 ,,
122,Yeni tikili,16 / 17,126 m²,3,,162000,AZN,"Həzi Aslanov m.,Xətai r.",40.371510946835,Bakı,49.95338285124582,3000639,19 Oktyabr 2022 ,,
123,Köhnə tikili,2 / 9,35 m²,1,,72000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.37104456957248,Bakı,49.95549254560103,3000641,19 Oktyabr 2022 ,,
124,Yeni tikili,2 / 12,179 m²,4,,300000,AZN,"Azərbaycan turizm institutu ,Nərimanov r.",40.38873191798482,Bakı,49.95395421981815,3000650,19 Oktyabr 2022 ,,
125,Yeni tikili,7 / 19,55 m²,2,,115000,AZN,"Binəqədi r.,9-cu mikrorayon q.",40.3863886681378,Bakı,49.80817391355895,3000652,04 Oktyabr 2022 ,,
126,Yeni tikili,9 / 18,130 m²,3,var,224000,AZN,"Binəqədi r.,7-ci mikrorayon q.",40.427228007581,Bakı,49.84982617250768,3000658,05 Mart 2023 ,,
127,Yeni tikili,9 / 16,152 m²,4,var,300000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.36822884896801,Bakı,49.813362210989,3000664,19 Oktyabr 2022 ,,
128,Yeni tikili,18 / 18,60 m²,2,,110000,AZN,"İnşaatçılar m.,Yasamal r.",40.37620916175648,Bakı,49.81580107043555,3000668,19 Noyabr 2022 ,,
129,Yeni tikili,10 / 18,135 m²,3,var,160000,AZN,"Səbail r.,Badamdar q.",40.37620916175648,Bakı,49.81580107043555,3000670,19 Oktyabr 2022 ,,
130,Köhnə tikili,1 / 9,86 m²,4,,159000,AZN,"Yasamal r.,Yeni Yasamal q.",40.37620916175648,Bakı,49.81580107043555,3000700,18 Mart 2023 ,,
131,Köhnə tikili,9 / 9,100 m²,3,var,150000,AZN,"Səbail r.,Bayıl q.",40.3479519333145,Bakı,49.83371477021926,3000716,24 Fevral 2023 ,,
132,Yeni tikili,5 / 21,88 m²,3,var,179000,AZN,"ASAN Xidmət №1 ,Tibb Universiteti ,Neftçi bazası ,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,3000717,04 Dekabr 2022 ,,
133,Yeni tikili,7 / 16,61 m²,2,var,78000,AZN,Xırdalan,40.44952531844341,Xırdalan,49.74666992977745,3000718,19 Oktyabr 2022 ,,
134,Köhnə tikili,3 / 5,80 m²,4,,159000,AZN,"Space TV ,Nərimanov heykəli ,Yasamal r.",40.36536243188481,Bakı,49.8198433138537,3000719,19 Oktyabr 2022 ,,
135,Yeni tikili,15 / 21,75 m²,2,,175000,AZN,"Tibb Universiteti ,Nəsimi r.",40.40952590477563,Bakı,49.84445571899418,3000720,19 Oktyabr 2022 ,,
136,Yeni tikili,8 / 19,192 m²,4,,412000,AZN,"Nəriman Nərimanov m.,Nəriman Nərimanov parkı ,Nərimanov r.",40.38873191798482,Bakı,49.95395421981815,3000725,19 Oktyabr 2022 ,,
137,Köhnə tikili,3 / 4,65 m²,2,,162000,AZN,"Ağ şəhər ,ASAN Xidmət №2 ,Xətai r.,Ağ şəhər q.",40.3813596,Bakı,49.8843435,3000727,19 Oktyabr 2022 ,,
138,Yeni tikili,12 / 15,89 m²,3,var,215000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3000729,05 Fevral 2023 ,,
139,Yeni tikili,3 / 13,57.5 m²,2,,145000,AZN,"Şah İsmayıl Xətai m.,Xətai r.",40.38264366149726,Bakı,49.87209320068359,3000744,30 Sentyabr 2022 ,,
140,Köhnə tikili,4 / 5,50 m²,2,,85000,AZN,"Memar Əcəmi m.,Nəsimi r.,4-cü mikrorayon q.",40.41346690150499,Bakı,49.80792681232816,3000746,19 Oktyabr 2022 ,,
141,Yeni tikili,16 / 20,154 m²,4,,232000,AZN,"Azadlıq Prospekti m.,Binəqədi r.,8-ci mikrorayon q.",40.39205366748811,Bakı,49.84065234661102,3000753,19 Oktyabr 2022 ,,
142,Yeni tikili,17 / 20,153 m²,3,,200000,AZN,"ASAN Xidmət №1 ,Neftçi bazası ,Tibb Universiteti ,Nərimanov r.",40.39270174045908,Bakı,49.83329557619629,3000755,11 Oktyabr 2022 ,,
143,Köhnə tikili,9 / 9,60 m²,2,,90000,AZN,"Xalqlar Dostluğu m.,Nizami r.",40.40027766320492,Bakı,49.84006762504578,3000761,08 Oktyabr 2022 ,,
144,Yeni tikili,8 / 12,65 m²,3,var,97000,AZN,"Suraxanı r.,Qaraçuxur q.",40.408,Bakı,49.974,3000769,19 Oktyabr 2022 ,,
145,Köhnə tikili,2 / 9,85 m²,3,,113000,AZN,Xətai r.,40.37024250177031,Bakı,49.97394200996779,3000770,18 Oktyabr 2022 ,,
146,Yeni tikili,11 / 17,80.9 m²,3,,88990,AZN,Xırdalan,40.45929229176101,Xırdalan,49.72090495179324,3000777,19 Oktyabr 2022 ,,
147,Yeni tikili,16 / 23,400 m²,5,,900000,AZN,"Dövlət Statistika Komitəsi ,İzmir parkı ,M.Hüseynzadə parkı ,Nizami m.,Yasamal r.",40.3836661585519,Bakı,49.82338445758023,3000780,19 Oktyabr 2022 ,,
148,Yeni tikili,14 / 19,71 m²,2,yoxdur,118000,AZN,"Neftçilər m.,Nizami r.",40.38816806232006,Bakı,49.83243942260742,3000792,12 Noyabr 2022 ,,
149,Yeni tikili,3 / 16,130 m²,3,,290000,AZN,"Axundov bağı ,Dövlət İdarəçilik Akademiyası ,İqsadiyyat Universiteti ,İçəri Şəhər m.,Prezident parkı ,Qubernator parkı ,Nərimanov heykəli ,Sovetski ,M.Ə.Sabir parkı ,Səbail r.",40.39270174045908,Bakı,49.83329557619629,3000794,19 Oktyabr 2022 ,,
150,Yeni tikili,5 / 16,130 m²,4,,360000,AZN,"Bakı Slavyan Universiteti ,28 May m.,Azərbaycan Dillər Universiteti ,Neft Akademiyası ,Nəsimi r.",40.38080859350129,Bakı,49.95724192764082,3000795,19 Oktyabr 2022 ,,
151,Yeni tikili,8 / 18,72 m²,2,var,111990,AZN,"Neftçilər m.,Nizami r.,8-ci kilometr q.",40.39989258617802,Bakı,49.83979431395813,3000799,30 Oktyabr 2022 ,var,var
152,Yeni tikili,10 / 14,92 m²,3,,188000,AZN,"Nəriman Nərimanov m.,Nərimanov r.",40.40554735588255,Bakı,49.87506508827209,3000806,03 Oktyabr 2022 ,,
153,Yeni tikili,17 / 18,102 m²,3,,155000,AZN,Yasamal r.,40.37620916175648,Bakı,49.81580107043555,3000812,19 Oktyabr 2022 ,,
154,Yeni tikili,20 / 20,74 m²,2,,82500,AZN,"Yasamal r.,Yasamal q.",40.39187391698855,Bakı,49.79019255013863,3000815,19 Oktyabr 2022 ,,
155,Yeni tikili,3 / 17,77 m²,3,,168000,AZN,"Bakı Slavyan Universiteti ,Azərbaycan Dillər Universiteti ,Dostluq kinoteatrı ,Nəsimi r.",40.38600208964922,Bakı,49.84466624765304,3000819,19 Oktyabr 2022 ,,
156,Köhnə tikili,2 / 6,38 m²,2,,96000,AZN,"Bakı Slavyan Universiteti ,28 May m.,Azərbaycan Dillər Universiteti ,Neft Akademiyası ,Nərimanov r.",40.39989258617802,Bakı,49.83979431395813,3000823,29 Sentyabr 2022 ,,
157,Yeni tikili,4 / 12,85 m²,3,,120000,AZN,Yasamal r.,40.39062061106752,Bakı,49.78839553932372,3000839,19 Oktyabr 2022 ,,
158,Köhnə tikili,5 / 5,72 m²,3,,38000,AZN,Cəlilabad,39.2028993,Cəlilabad,48.53148020000003,3000850,19 Oktyabr 2022 ,,
159,Köhnə tikili,2 / 5,47 m²,3,,112000,AZN,"Elmlər Akademiyası m.,Yasamal r.",40.37829929401477,Bakı,49.81050706075816,3000852,28 Sentyabr 2022 ,,
